STOCK CODE,ISIN CODE,STOCK NAME,VALUE DATE,EVAL UPPER THRESHOLD YIELD,EVAL MID YIELD,EVAL LOWER THRESHOLD YIELD,EVAL LOWER THRESHOLD PRICE,EVAL MID PRICE,EVAL UPPER THRESHOLD PRICE,MODIFIED DURATION,CONVEXITY,EVAL UPPER THRESHOLD YIELD CHANGE,EVAL MID YIELD CHANGE,EVAL LOWER THRESHOLD YIELD CHANGE,EVAL LOWER THRESHOLD PRICE CHANGE,EVAL MID PRICE CHANGE,EVAL UPPER THRESHOLD PRICE CHANGE,COMPOSITE LIQUIDITY SCORE (T-1)
MO160003,MYBMO1600034,MGS 3/2016 3.900% 30.11.2026,01-AUG-2019,3.587,3.584,3.581,102.001,102.02,102.039,6.304,46.378,.002,.002,.002,-.009,-.01,-.01,4.7
MS120002,MYBMS1200026,MGS 2/2012 3.892% 15.03.2027,01-AUG-2019,3.655,3.647,3.639,101.564,101.618,101.671,6.466,49.234,.007,.007,.007,-.047,-.046,-.047,3
MX070003,MYBMX0700034,MGS 3/2007 3.502% 31.05.2027,01-AUG-2019,3.661,3.658,3.655,98.924,98.944,98.964,6.747,52.837,.007,.007,.007,-.043,-.043,-.043,4
MO170004,MYBMO1700040,MGS 4/2017 3.899% 16.11.2027,01-AUG-2019,3.641,3.638,3.635,101.829,101.85,101.872,6.993,57.375,0,0,0,.001,0,.001,4.7
MS130005,MYBMS1300057,MGS 5/2013 3.733% 15.06.2028,01-AUG-2019,3.643,3.64,3.637,100.678,100.7,100.723,7.468,65.197,-.002,-.002,-.002,.021,.02,.02,5
MX080003,MYBMX0800032,MGS 3/2008 5.248% 15.09.2028,01-AUG-2019,3.668,3.655,3.642,112.15,112.257,112.365,7.22,63.47,.004,.004,.004,-.04,-.04,-.04,2.3
MO190002,MYBMO1900020,MGS 2/2019 3.885% 15.08.2029,01-AUG-2019,3.593,3.59,3.587,102.445,102.47,102.496,8.132,79.076,.003,.003,.003,-.025,-.025,-.025,5
MX100003,MYBMX1000038,MGS 3/2010 4.498% 15.04.2030,01-AUG-2019,3.732,3.729,3.726,106.705,106.732,106.76,8.429,85.968,.004,.004,.004,-.036,-.036,-.036,4
MX110004,MYBMX1100044,MGS 4/2011 4.232% 30.06.2031,01-AUG-2019,3.804,3.801,3.798,104.07,104.1,104.129,9.325,104.773,.005,.005,.005,-.051,-.05,-.05,4.3
MX120004,MYBMX1200042,MGS 4/2012 4.127% 15.04.2032,01-AUG-2019,3.828,3.815,3.802,102.981,103.114,103.246,9.76,116.166,.012,.007,.002,-.125,-.074,-.023,2.7
MX130004,MYBMX1300040,MGS 4/2013 3.844% 15.04.2033,01-AUG-2019,3.843,3.84,3.837,100.009,100.041,100.073,10.46,133.619,.009,.009,.009,-.091,-.091,-.091,4.3
MT180003,MYBMT1800039,MGS 3/2018 4.642% 07.11.2033,01-AUG-2019,3.846,3.843,3.84,108.673,108.708,108.742,10.457,136.384,.009,.009,.009,-.106,-.106,-.106,5
MS190004,MYBMS1900047,MGS 4/2019 3.828% 05.07.2034,01-AUG-2019,3.809,3.801,3.793,100.209,100.3,100.39,11.222,154.156,.01,.01,.01,-.117,-.116,-.118,3.7
MY150004,MYBMY1500043,MGS 4/2015 4.254% 31.05.2035,01-AUG-2019,3.91,3.902,3.894,104.029,104.125,104.221,11.471,164.561,.012,.012,.012,-.146,-.146,-.146,3.7
MX170003,MYBMX1700033,MGS 3/2017 4.762% 07.04.2037,01-AUG-2019,4.005,3.997,3.989,109.522,109.629,109.736,12.018,187.161,.016,.016,.016,-.212,-.213,-.213,3.7
MX180004,MYBMX1800049,MGS 4/2018 4.893% 08.06.2038,01-AUG-2019,3.993,3.99,3.987,111.838,111.88,111.923,12.438,202.391,.018,.018,.018,-.259,-.26,-.259,5
MZ130007,MYBMZ1300078,MGS 7/2013 4.935% 30.09.2043,01-AUG-2019,4.176,4.173,4.17,111.478,111.527,111.575,14.402,286.707,.015,.015,.015,-.243,-.244,-.245,4
MZ160002,MYBMZ1600022,MGS 2/2016 4.736% 15.03.2046,01-AUG-2019,4.185,4.182,4.179,108.787,108.838,108.889,15.308,329.957,.013,.013,.013,-.228,-.228,-.228,4
MZ180005,MYBMZ1800051,MGS 5/2018 4.921% 06.07.2048,01-AUG-2019,4.187,4.184,4.181,112.234,112.288,112.342,15.681,352.068,.011,.011,.011,-.211,-.212,-.212,5
PZ00197S,MYBPZ00197S6,BPIMB RM500 Million 7.500% 30.10.2025,01-AUG-2019,3.666,3.628,3.59,111.391,111.514,111.638,2.866,13.308,0,0,0,-.009,-.01,-.009,0
DZ012851,MYBDZ0128511,TENAGA IBONDS 0.00000% 13.12.2021,01-AUG-2019,3.431,3.392,3.353,108.263,108.356,108.448,2.171,5.988,0,0,0,-.009,-.009,-.01,1.7
DZ021250,MYBDZ0212505,GDC PUTRA 0.00000% 02.12.2022,01-AUG-2019,3.724,3.68,3.636,110.959,111.105,111.251,2.957,10.777,0,0,0,-.008,-.008,-.009,0
GO090001,MYBGO0900015,PROFIT-BASED GII 1/2009  13.08.2019,01-AUG-2019,3.061,3.047,3.033,100.026,100.027,100.027,.033,.002,-.002,-.002,-.002,-.002,-.002,-.002,2
GL12021A,MYBGL12021A9,PROFIT-BASED GII 3/12 30.09.2019,01-AUG-2019,3.082,3.058,3.034,100.095,100.099,100.103,.162,.053,-.002,-.002,-.002,-.001,-.001,-.001,0
GL120021,MYBGL1200213,PROFIT-BASED GII 3/2012 30.09.2019,01-AUG-2019,3.067,3.058,3.049,100.097,100.099,100.1,.162,.053,-.002,-.002,-.002,-.001,-.001,-.002,3.3
GO090061,MYBGO0900619,PROFIT-BASED GII 6/2009 30.04.2020,01-AUG-2019,3.166,3.152,3.138,100.966,100.976,100.987,.724,.885,.004,-.001,-.006,-.006,-.003,.002,2.7
GL12098A,MYBGL12098A7,PROFIT-BASED GII 7/2012 15.05.2020,01-AUG-2019,3.167,3.153,3.139,100.312,100.323,100.334,.767,.97,-.002,-.002,-.002,0,0,0,2.3
GL120098,MYBGL1200981,PROFIT-BASED GII 7/2012 15.05.2020,01-AUG-2019,3.157,3.153,3.149,100.32,100.323,100.326,.767,.97,-.002,-.002,-.002,0,0,0,4.7
GL12098B,MYBGL12098B5,PROFIT-BASED GII 7/2012 15.05.2020,01-AUG-2019,3.167,3.153,3.139,100.312,100.323,100.334,.767,.97,-.002,-.002,-.002,0,0,0,2.3
GN100021,MYBGN1000213,PROFIT-BASED GII 3/2010 15.06.2020,01-AUG-2019,3.172,3.163,3.154,100.945,100.953,100.961,.848,1.141,-.002,-.002,-.002,-.002,-.002,-.001,3.3
GN100060,MYBGN1000601,PROFIT-BASED GII 6/2010 30.11.2020,01-AUG-2019,3.256,3.242,3.228,100.954,100.972,100.99,1.279,2.288,-.001,-.001,-.001,-.001,-.001,-.001,2.3
GN11025A,MYBGN11025A9,PROFIT-BASED GII 3/2011 30.04.2021,01-AUG-2019,3.27,3.251,3.232,101.518,101.55,101.582,1.659,3.633,-.006,-.006,-.006,.009,.009,.008,1.3
GN110025,MYBGN1100252,PROFIT-BASED GII 3/2011 30.04.2021,01-AUG-2019,3.26,3.251,3.242,101.535,101.55,101.565,1.659,3.633,-.006,-.006,-.006,.009,.009,.008,3.7
GO12037A,MYBGO12037A2,PROFIT-BASED GII 4/2012 15.11.2022,01-AUG-2019,3.369,3.35,3.331,101.016,101.076,101.135,3.053,11.179,.004,.004,.004,-.013,-.012,-.012,1.7
GO120037,MYBGO1200373,PROFIT-BASED GII 4/2012 15.11.2022,01-AUG-2019,3.359,3.35,3.341,101.048,101.076,101.104,3.053,11.179,.004,.004,.004,-.012,-.012,-.012,3.7
GO130033,MYBGO1300330,PROFIT-BASED GII 2/2013 31.10.2023,01-AUG-2019,3.472,3.463,3.454,100.079,100.115,100.15,3.883,17.726,.003,.003,.003,-.011,-.01,-.01,3
GS12059A,MYBGS12059A2,PROFIT-BASED GII 5/2012 15.06.2027,01-AUG-2019,3.645,3.626,3.607,101.72,101.85,101.981,6.711,52.584,-.023,-.023,-.023,.156,.156,.156,1.7
GS120059,MYBGS1200598,PROFIT-BASED GII 5/2012 15.06.2027,01-AUG-2019,3.64,3.626,3.612,101.754,101.85,101.946,6.711,52.584,-.023,-.023,-.023,.156,.156,.156,2.3
GT130001,MYBGT1300016,PROFIT-BASED GII 1/2013 08.08.2028,01-AUG-2019,3.661,3.642,3.623,101.604,101.75,101.897,7.439,65.8,.003,.003,.003,-.019,-.019,-.019,1.3
VP070896,MYBVP0708968,JEV IMTN 0% 12.11.2019,01-AUG-2019,3.572,3.521,3.47,101.553,101.568,101.583,.277,.154,-.001,-.001,-.001,-.015,-.015,-.015,1.3
VR060698,MYBVR0606986,JEV IMTN 0% 12.11.2019,01-AUG-2019,3.577,3.521,3.465,101.456,101.472,101.488,.277,.154,-.001,-.001,-.001,-.014,-.014,-.014,0
VQ061773,MYBVQ0617738,JEV IMTN 0% 12.11.2019,01-AUG-2019,3.577,3.521,3.465,101.497,101.513,101.529,.277,.154,-.001,-.001,-.001,-.014,-.014,-.015,0
VQ070343,MYBVQ0703439,JEV IMTN 0% 12.11.2019,01-AUG-2019,3.577,3.521,3.465,101.538,101.554,101.57,.277,.154,-.001,-.001,-.001,-.015,-.015,-.015,0
VR061775,MYBVR0617751,JEV IMTN 0% 12.05.2020,01-AUG-2019,3.637,3.596,3.555,104.191,104.224,104.256,.745,.931,0,0,0,-.015,-.014,-.015,3.3
VP080766,MYBVP0807661,JEV IMTN 0% 12.05.2020,01-AUG-2019,3.652,3.596,3.54,104.37,104.414,104.459,.745,.93,0,0,0,-.015,-.015,-.015,0
VQ070344,MYBVQ0703447,JEV IMTN 0% 12.05.2020,01-AUG-2019,3.647,3.596,3.545,104.298,104.338,104.378,.745,.931,0,0,0,-.014,-.015,-.016,1.3
VQ070897,MYBVQ0708974,JEV IMTN 0% 12.05.2020,01-AUG-2019,3.652,3.596,3.54,104.332,104.376,104.421,.745,.931,0,0,0,-.015,-.015,-.015,0
VR060697,MYBVR0606978,JEV IMTN 0% 12.05.2020,01-AUG-2019,3.652,3.596,3.54,104.065,104.11,104.154,.745,.932,0,0,0,-.014,-.014,-.014,0
VR061774,MYBVR0617744,JEV IMTN 0% 12.11.2020,01-AUG-2019,3.763,3.707,3.651,106.722,106.794,106.867,1.195,2.062,0,0,0,-.014,-.015,-.015,0
VQ070898,MYBVQ0708982,JEV IMTN 0% 12.11.2020,01-AUG-2019,3.762,3.706,3.65,106.97,107.043,107.116,1.194,2.06,0,0,0,-.015,-.015,-.015,0
VQ080767,MYBVQ0807677,JEV IMTN 0% 12.11.2020,01-AUG-2019,3.762,3.706,3.65,107.032,107.105,107.178,1.194,2.059,0,0,0,-.015,-.015,-.015,0
VS060699,MYBVS0606992,JEV IMTN 0% 12.11.2020,01-AUG-2019,3.763,3.707,3.651,106.536,106.609,106.682,1.196,2.064,0,0,0,-.014,-.014,-.014,0
VR070345,MYBVR0703452,JEV IMTN 0% 12.11.2020,01-AUG-2019,3.752,3.706,3.66,106.922,106.981,107.041,1.194,2.06,0,0,0,-.014,-.015,-.015,2
VQ080768,MYBVQ0807685,JEV IMTN 0% 12.05.2021,01-AUG-2019,3.843,3.787,3.731,109.632,109.734,109.835,1.625,3.562,0,0,0,-.014,-.014,-.015,0
VR070346,MYBVR0703460,JEV IMTN 0% 12.05.2021,01-AUG-2019,3.843,3.787,3.731,109.376,109.478,109.579,1.626,3.567,0,0,0,-.014,-.014,-.015,0
VS061776,MYBVS0617767,JEV IMTN 0% 12.05.2021,01-AUG-2019,3.843,3.787,3.731,109.206,109.307,109.409,1.627,3.57,0,0,0,-.014,-.014,-.014,0
VR070899,MYBVR0708998,JEV IMTN 0% 12.05.2021,01-AUG-2019,3.843,3.787,3.731,109.461,109.563,109.665,1.626,3.565,0,0,0,-.015,-.014,-.014,0
VR070900,MYBVR0709004,JEV IMTN 0% 12.11.2021,01-AUG-2019,3.915,3.859,3.803,111.95,112.08,112.21,2.04,5.414,-.002,-.002,-.002,-.009,-.009,-.01,0
VR080769,MYBVR0807691,JEV IMTN 0% 12.11.2021,01-AUG-2019,3.915,3.859,3.803,112.166,112.296,112.427,2.038,5.408,-.002,-.002,-.002,-.009,-.009,-.009,0
VS061777,MYBVS0617775,JEV IMTN 0% 12.11.2021,01-AUG-2019,3.905,3.859,3.813,111.649,111.756,111.863,2.042,5.422,-.003,-.003,-.003,-.006,-.006,-.006,2
VS070347,MYBVS0703476,JEV IMTN 0% 12.11.2021,01-AUG-2019,3.915,3.859,3.803,111.842,111.972,112.102,2.04,5.417,-.002,-.002,-.002,-.008,-.009,-.009,0
VS070901,MYBVS0709010,JEV IMTN 0% 12.05.2022,01-AUG-2019,3.983,3.927,3.871,114.372,114.531,114.69,2.438,7.577,-.008,-.008,-.008,.01,.01,.009,0
VR080770,MYBVR0807709,JEV IMTN 0% 12.05.2022,01-AUG-2019,3.983,3.927,3.871,114.632,114.791,114.951,2.435,7.567,-.007,-.007,-.007,.006,.006,.006,0
VS070348,MYBVS0703484,JEV IMTN 0% 12.05.2022,01-AUG-2019,3.983,3.927,3.871,114.241,114.4,114.559,2.439,7.582,-.008,-.008,-.008,.009,.009,.009,0
VS080771,MYBVS0807715,JEV IMTN 0% 11.11.2022,01-AUG-2019,4.04,3.984,3.928,117.047,117.235,117.424,2.815,9.999,-.011,-.011,-.011,.023,.023,.024,0
VT070349,MYBVT0703490,JEV IMTN 0% 11.11.2022,01-AUG-2019,4.039,3.983,3.927,116.595,116.782,116.97,2.819,10.021,-.011,-.011,-.011,.024,.024,.024,0
VS070902,MYBVS0709028,JEV IMTN 0% 11.11.2022,01-AUG-2019,4.04,3.984,3.928,116.743,116.931,117.119,2.818,10.013,-.011,-.011,-.011,.023,.024,.024,0
VS080772,MYBVS0807723,JEV IMTN 0% 12.05.2023,01-AUG-2019,4.093,4.037,3.981,119.44,119.657,119.875,3.186,12.727,-.013,-.013,-.013,.037,.037,.038,0
VT070903,MYBVT0709034,JEV IMTN 0% 12.05.2023,01-AUG-2019,4.092,4.036,3.98,119.097,119.314,119.531,3.189,12.748,-.013,-.013,-.013,.037,.038,.037,0
VT070904,MYBVT0709042,JEV IMTN 0% 10.11.2023,01-AUG-2019,4.136,4.08,4.024,121.39,121.635,121.88,3.54,15.671,-.011,-.011,-.011,.036,.036,.035,0
VT080773,MYBVT0807739,JEV IMTN 0% 10.11.2023,01-AUG-2019,4.13,4.079,4.028,121.804,122.028,122.252,3.535,15.644,-.012,-.012,-.012,.04,.04,.04,1.3
VT080774,MYBVT0807747,JEV IMTN 0% 10.05.2024,01-AUG-2019,4.168,4.112,4.056,124.144,124.419,124.694,3.878,18.823,-.01,-.01,-.01,.037,.037,.036,0
VU080775,MYBVU0807752,JEV IMTN 0% 12.11.2024,01-AUG-2019,4.203,4.147,4.091,126.479,126.783,127.087,4.215,22.254,-.01,-.01,-.01,.042,.042,.042,0
VS050521,MYBVS0505210,S POWER IMTN 5297D 19.11.2019 ClassA(T1),01-AUG-2019,3.879,3.759,3.639,105.42,105.459,105.499,.297,.234,-.002,-.002,-.002,-.049,-.05,-.049,0
VR060855,MYBVR0608552,S POWER IMTN 0% 19.05.2020,01-AUG-2019,3.977,3.862,3.747,112.73,112.829,112.929,.738,.926,-.001,-.001,-.001,-.042,-.042,-.042,1.7
VT050520,MYBVT0505200,S POWER IMTN 5663D 19.11.2020 ClassA(T1),01-AUG-2019,4.106,3.991,3.876,122.665,122.833,123.002,1.151,1.976,0,0,0,-.047,-.047,-.047,1.3
VS060854,MYBVS0608543,S POWER IMTN 0% 19.05.2021,01-AUG-2019,4.204,4.094,3.984,127.741,127.965,128.189,1.538,3.325,-.001,-.001,-.001,-.039,-.038,-.038,2.3
VU050519,MYBVU0505190,S POWER IMTN 6028D 19.11.2021 ClassA(T1),01-AUG-2019,4.287,4.182,4.077,138.803,139.087,139.372,1.889,4.9,0,0,0,-.044,-.045,-.045,3.3
PT050003,MYBPT0500039,CAGAMAS MBS 5.27%  MORT-BACKED SUKUKMUSYK 2005-A 6,01-AUG-2019,3.515,3.471,3.427,101.741,101.785,101.829,.974,1.213,-.001,-.001,-.001,-.004,-.004,-.004,0
PT050030,MYBPT0500302,CMBS 2005-2 5.650% 11.12.2020,01-AUG-2019,3.562,3.528,3.494,102.759,102.805,102.85,1.298,2.051,-.001,-.001,-.001,-.004,-.004,-.005,2.3
PY050031,MYBPY0500310,CMBS 2005-2 5.920% 12.12.2025,01-AUG-2019,4.022,3.978,3.934,110.607,110.868,111.13,5.318,32.852,0,0,0,-.004,-.004,-.004,0
DR052766,MYBDR0527669,SPRINT 0% 27.12.2019,01-AUG-2019,3.881,3.761,3.641,100.962,101.011,101.059,.399,.355,0,0,0,-.007,-.006,-.007,0
DS052767,MYBDS0527675,SPRINT 0% 29.12.2020,01-AUG-2019,4.056,3.936,3.816,103.033,103.2,103.366,1.336,2.473,-.001,-.001,-.001,-.005,-.004,-.005,0
VI140209,MYBVI1402095,RANTAU IMTN 0% 28.08.2019 - Tranche No 7,01-AUG-2019,3.158,3.119,3.08,100.069,100.072,100.075,.074,.011,0,0,0,-.003,-.003,-.003,1.7
VI150273,MYBVI1502738,RANTAU IMTN 0% 03.12.2020 - Tranche No 9,01-AUG-2019,3.283,3.249,3.215,101.318,101.362,101.407,1.287,2.313,0,0,0,-.002,-.003,-.003,2
VK150210,MYBVK1502106,RANTAU IMTN 0% 19.10.2022 - Tranche No 8,01-AUG-2019,3.515,3.476,3.437,103.177,103.297,103.417,2.943,10.53,0,0,0,-.002,-.002,-.003,1.3
VS140056,MYBVS1400569,RANTAU IMTN 0% 26.03.2029 - MTN 6,01-AUG-2019,3.813,3.779,3.745,111.108,111.398,111.69,7.563,69.81,0,0,0,-.002,-.003,-.003,2
VX110056,MYBVX1100565,RANTAU IMTN 0% 12.05.2031 - MTN 5,01-AUG-2019,3.895,3.861,3.827,110.823,111.163,111.504,8.924,98.051,0,0,0,-.002,-.002,-.002,2
VS170003,MYBVS1700034,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,01-AUG-2019,3.922,3.883,3.844,110.541,110.947,111.356,9.397,108.405,0,0,0,-.002,-.002,-.002,1.7
VI170040,MYBVI1700407,BPMB IMTN 4.28% 02.03.2022 - Issue No 10,01-AUG-2019,3.868,3.824,3.78,101.002,101.11,101.218,2.39,7.13,0,0,0,-.001,-.001,-.002,0
VN160330,MYBVN1603304,BPMB IMTN 4.50% 04.11.2026 - Issue No 7,01-AUG-2019,3.997,3.958,3.919,103.136,103.385,103.634,6.107,44.166,0,0,0,-.001,-.001,-.001,1.7
VN170041,MYBVN1700415,BPMB IMTN 4.62% 02.03.2027 - Issue No 11,01-AUG-2019,4.005,3.966,3.927,103.986,104.246,104.506,6.272,47.113,0,0,0,-.002,-.001,-.001,1.7
VS160331,MYBVS1603311,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,01-AUG-2019,4.116,4.072,4.028,106.049,106.486,106.925,9.245,105.368,0,0,0,-.001,-.001,-.001,0
VS170042,MYBVS1700422,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,01-AUG-2019,4.116,4.082,4.048,108.418,108.767,109.117,9.28,107.831,0,0,0,-.001,-.001,-.002,2.3
VW160332,MYBVW1603321,BPMB IMTN 4.95% 02.11.2035 - Issue No 9,01-AUG-2019,4.341,4.302,4.263,107.042,107.514,107.99,11.18,160.991,0,0,0,-.001,-.001,-.001,1.7
VK140222,MYBVK1402224,BPMB GG IMTN 4.19% 10.09.2021 - ISSUE NO 3,01-AUG-2019,3.408,3.375,3.342,101.575,101.643,101.71,1.976,5.011,0,0,0,-.002,-.002,-.002,1.3
VN140223,MYBVN1402236,BPMB GG IMTN 4.38% 12.09.2024 -  ISSUE NO 4,01-AUG-2019,3.613,3.585,3.557,103.549,103.681,103.814,4.493,23.968,0,0,0,-.002,-.002,-.002,2
VS140224,MYBVS1402243,BPMB GG IMTN 4.75% 12.09.2029 - ISSUE NO 5,01-AUG-2019,3.804,3.776,3.748,107.877,108.122,108.367,7.95,76.864,0,0,0,-.002,-.001,-.001,2.3
VX140225,MYBVX1402250,BPMB GG IMTN 4.85% 12.09.2034 - ISSUE NO 6,01-AUG-2019,3.991,3.953,3.915,109.675,110.129,110.587,10.715,146.082,0,0,0,-.001,-.002,-.001,0
US060068,MYBUS0600682,BPMB MTN 5477D 23.4.2021-MTN 2,01-AUG-2019,3.806,3.762,3.718,104.121,104.196,104.271,1.608,3.468,-.001,-.001,-.001,-.005,-.005,-.005,0
UK160011,MYBUK1600118,BPMB GG MTN 2555D 20.1.2023 - ISSUE NO 5,01-AUG-2019,3.536,3.498,3.46,103.183,103.309,103.434,3.192,12.174,0,0,0,-.003,-.002,-.003,0
US160012,MYBUS1600129,BPMB GG MTN 5479D 22.1.2031 - ISSUE NO 6,01-AUG-2019,3.862,3.824,3.786,111.202,111.575,111.95,8.817,94.692,-.001,-.001,-.001,.008,.007,.007,0
DN090197,MYBDN0901970,KHAZANAH 0% 27.08.2019,01-AUG-2019,3.069,3.035,3.001,99.769,99.772,99.774,.075,.011,0,0,0,.008,.008,.008,2.7
DN100001,MYBDN1000012,KHAZANAH 0% 24.03.2020,01-AUG-2019,3.232,3.203,3.174,97.957,97.975,97.993,.634,.713,0,0,0,.009,.009,.009,3
DK140001,MYBDK1400010,KHAZANAH 0% 24.02.2021,01-AUG-2019,3.337,3.298,3.259,94.946,95.003,95.06,1.542,3.135,0,0,0,.009,.009,.008,1.7
DL130003,MYBDL1300036,KHAZANAH 0% 08.03.2021,01-AUG-2019,3.339,3.3,3.261,94.84,94.898,94.956,1.574,3.252,0,0,0,.009,.009,.008,1.7
DS070572,MYBDS0705727,KHAZANAH 0% 15.06.2022,01-AUG-2019,3.456,3.422,3.388,90.63,90.717,90.804,2.823,9.357,0,0,0,.008,.008,.008,2
DN120017,MYBDN1200174,KHAZANAH 0% 02.09.2022,01-AUG-2019,3.474,3.44,3.406,89.924,90.017,90.11,3.031,10.68,-.001,-.001,-.001,.011,.011,.011,2.7
DS081080,MYBDS0810808,KHAZANAH 0% 14.08.2023,01-AUG-2019,3.506,3.477,3.448,86.901,87.001,87.101,3.971,17.718,0,0,0,.009,.009,.008,3
