STOCK CODE,ISIN CODE,STOCK NAME,VALUE DATE,EVAL UPPER THRESHOLD YIELD,EVAL MID YIELD,EVAL LOWER THRESHOLD YIELD,EVAL LOWER THRESHOLD PRICE,EVAL MID PRICE,EVAL UPPER THRESHOLD PRICE,MODIFIED DURATION,CONVEXITY,EVAL UPPER THRESHOLD YIELD CHANGE,EVAL MID YIELD CHANGE,EVAL LOWER THRESHOLD YIELD CHANGE,EVAL LOWER THRESHOLD PRICE CHANGE,EVAL MID PRICE CHANGE,EVAL UPPER THRESHOLD PRICE CHANGE,COMPOSITE LIQUIDITY SCORE (T-1)
MX170003,MYBMX1700033,MGS 3/2017 4.762% 07.04.2037,01-APR-2020,4.023,4.006,3.989,109.039,109.259,109.48,11.618,175.207,-.043,-.044,-.045,.545,.56,.574,3.7
MX180004,MYBMX1800049,MGS 4/2018 4.893% 08.06.2038,01-APR-2020,3.821,3.809,3.797,113.96,114.13,114.301,12.268,195.633,-.06,-.061,-.062,.844,.86,.876,4.3
MY190005,MYBMY1900052,MGS 5/2019 3.757% 22.05.2040,01-APR-2020,3.723,3.711,3.699,100.481,100.65,100.821,13.75,243.972,-.094,-.095,-.096,1.325,1.342,1.359,4.3
MZ130007,MYBMZ1300078,MGS 7/2013 4.935% 30.09.2043,01-APR-2020,3.902,3.885,3.868,115.79,116.077,116.366,14.585,285.895,-.093,-.094,-.095,1.544,1.566,1.588,3.3
MZ160002,MYBMZ1600022,MGS 2/2016 4.736% 15.03.2046,01-APR-2020,3.944,3.932,3.92,112.787,112.997,113.209,15.534,330.486,-.095,-.096,-.097,1.639,1.66,1.682,4
MZ180005,MYBMZ1800051,MGS 5/2018 4.921% 06.07.2048,01-APR-2020,4.015,4.003,3.991,115.223,115.446,115.67,15.503,342.944,-.094,-.095,-.096,1.734,1.756,1.78,4.7
PZ00197S,MYBPZ00197S6,BPIMB RM500 Million 7.500% 30.10.2025,01-APR-2020,3.497,3.384,3.271,111.414,111.765,112.118,2.71,11.538,-.056,-.058,-.06,.164,.171,.178,0
DZ012851,MYBDZ0128511,TENAGA IBONDS 0.00000% 13.12.2021,01-APR-2020,3.305,3.195,3.085,106.212,106.4,106.588,1.577,3.363,-.029,-.03,-.031,.04,.041,.042,0
DZ021250,MYBDZ0212505,GDC PUTRA 0.00000% 02.12.2022,01-APR-2020,3.55,3.44,3.33,109.337,109.632,109.927,2.392,7.266,-.029,-.03,-.031,.068,.072,.074,0
GO090061,MYBGO0900619,PROFIT-BASED GII 6/2009 30.04.2020,01-APR-2020,2.527,2.508,2.489,100.152,100.153,100.155,.079,.013,-.03,-.03,-.03,-.002,-.003,-.003,2
GL120098,MYBGL1200981,PROFIT-BASED GII 7/2012 15.05.2020,01-APR-2020,2.517,2.508,2.499,100.123,100.125,100.126,.121,.029,-.03,-.03,-.03,0,.001,.001,4.3
GL12098A,MYBGL12098A7,PROFIT-BASED GII 7/2012 15.05.2020,01-APR-2020,2.527,2.508,2.489,100.122,100.125,100.127,.121,.029,-.03,-.03,-.03,.001,.001,.001,2
GL12098B,MYBGL12098B5,PROFIT-BASED GII 7/2012 15.05.2020,01-APR-2020,2.527,2.508,2.489,100.122,100.125,100.127,.121,.029,-.03,-.03,-.03,.001,.001,.001,2
GN100021,MYBGN1000213,PROFIT-BASED GII 3/2010 15.06.2020,01-APR-2020,2.555,2.541,2.527,100.346,100.349,100.352,.204,.083,-.031,-.031,-.031,.002,.002,.002,3
GN100060,MYBGN1000601,PROFIT-BASED GII 6/2010 30.11.2020,01-APR-2020,2.573,2.554,2.535,100.934,100.947,100.959,.644,.738,-.029,-.029,-.029,.016,.016,.015,2.7
GN11025A,MYBGN11025A9,PROFIT-BASED GII 3/2011 30.04.2021,01-APR-2020,2.665,2.646,2.627,101.589,101.609,101.63,1.035,1.607,-.031,-.031,-.031,.029,.029,.03,2.7
GN110025,MYBGN1100252,PROFIT-BASED GII 3/2011 30.04.2021,01-APR-2020,2.66,2.646,2.632,101.594,101.609,101.624,1.035,1.607,-.031,-.031,-.031,.029,.029,.029,3.7
GO120037,MYBGO1200373,PROFIT-BASED GII 4/2012 15.11.2022,01-APR-2020,2.725,2.706,2.687,102.446,102.495,102.543,2.457,7.466,-.074,-.074,-.074,.188,.189,.188,2.3
GO12037A,MYBGO12037A2,PROFIT-BASED GII 4/2012 15.11.2022,01-APR-2020,2.725,2.706,2.687,102.446,102.495,102.543,2.457,7.466,-.074,-.074,-.074,.188,.189,.188,2
GO130033,MYBGO1300330,PROFIT-BASED GII 2/2013 31.10.2023,01-APR-2020,2.764,2.755,2.746,102.468,102.498,102.529,3.306,13.068,-.053,-.053,-.053,.182,.182,.182,4
GS120059,MYBGS1200598,PROFIT-BASED GII 5/2012 15.06.2027,01-APR-2020,3.029,3.015,3.001,105.593,105.686,105.779,6.218,45.213,-.012,-.012,-.012,.083,.083,.083,3
GS12059A,MYBGS12059A2,PROFIT-BASED GII 5/2012 15.06.2027,01-APR-2020,3.044,3.015,2.986,105.493,105.686,105.879,6.218,45.213,-.012,-.012,-.012,.082,.083,.083,0
GT130001,MYBGT1300016,PROFIT-BASED GII 1/2013 08.08.2028,01-APR-2020,3.469,3.455,3.441,102.889,102.992,103.094,7.077,58.554,-.016,-.016,-.016,.116,.117,.116,3
VQ070344,MYBVQ0703447,JEV IMTN 0% 12.05.2020,01-APR-2020,3.131,3.022,2.913,100.68,100.693,100.705,.112,.025,-.029,-.03,-.031,-.013,-.013,-.014,0
VQ070897,MYBVQ0708974,JEV IMTN 0% 12.05.2020,01-APR-2020,3.121,3.022,2.923,100.686,100.698,100.71,.112,.025,-.029,-.03,-.031,-.014,-.014,-.013,2
VP080766,MYBVP0807661,JEV IMTN 0% 12.05.2020,01-APR-2020,3.116,3.022,2.928,100.693,100.704,100.715,.112,.025,-.029,-.03,-.031,-.013,-.013,-.013,3
VR060697,MYBVR0606978,JEV IMTN 0% 12.05.2020,01-APR-2020,3.131,3.022,2.913,100.646,100.659,100.672,.112,.025,-.029,-.03,-.031,-.013,-.013,-.013,0
VR061775,MYBVR0617751,JEV IMTN 0% 12.05.2020,01-APR-2020,3.121,3.022,2.923,100.664,100.676,100.687,.112,.025,-.029,-.03,-.031,-.013,-.013,-.014,2.3
VR070345,MYBVR0703452,JEV IMTN 0% 12.11.2020,01-APR-2020,3.303,3.194,3.085,103.631,103.699,103.767,.582,.635,-.029,-.03,-.031,.002,.002,.003,0
VS060699,MYBVS0606992,JEV IMTN 0% 12.11.2020,01-APR-2020,3.288,3.194,3.1,103.46,103.519,103.577,.582,.635,-.029,-.03,-.031,.003,.004,.003,3
VR061774,MYBVR0617744,JEV IMTN 0% 12.11.2020,01-APR-2020,3.303,3.194,3.085,103.541,103.609,103.677,.582,.635,-.029,-.03,-.031,.003,.003,.003,0
VQ070898,MYBVQ0708982,JEV IMTN 0% 12.11.2020,01-APR-2020,3.303,3.194,3.085,103.661,103.729,103.797,.582,.634,-.029,-.03,-.031,.002,.002,.002,0
VQ080767,MYBVQ0807677,JEV IMTN 0% 12.11.2020,01-APR-2020,3.303,3.194,3.085,103.691,103.759,103.827,.581,.634,-.029,-.03,-.031,.002,.002,.002,0
VQ080768,MYBVQ0807685,JEV IMTN 0% 12.05.2021,01-APR-2020,3.448,3.339,3.23,106.544,106.668,106.792,1.031,1.619,-.03,-.031,-.032,.019,.02,.02,0
VR070899,MYBVR0708998,JEV IMTN 0% 12.05.2021,01-APR-2020,3.448,3.339,3.23,106.436,106.56,106.684,1.032,1.62,-.03,-.031,-.032,.019,.02,.021,0
VS061776,MYBVS0617767,JEV IMTN 0% 12.05.2021,01-APR-2020,3.444,3.34,3.236,106.278,106.396,106.514,1.033,1.622,-.029,-.03,-.031,.018,.019,.019,1.7
VR070346,MYBVR0703460,JEV IMTN 0% 12.05.2021,01-APR-2020,3.448,3.339,3.23,106.382,106.505,106.629,1.032,1.62,-.03,-.031,-.032,.019,.019,.02,0
VS070347,MYBVS0703476,JEV IMTN 0% 12.11.2021,01-APR-2020,3.598,3.489,3.38,109.004,109.184,109.365,1.464,2.987,-.029,-.03,-.031,.033,.034,.036,0
VR080769,MYBVR0807691,JEV IMTN 0% 12.11.2021,01-APR-2020,3.598,3.489,3.38,109.237,109.417,109.598,1.462,2.983,-.029,-.03,-.031,.032,.034,.036,0
VR070900,MYBVR0709004,JEV IMTN 0% 12.11.2021,01-APR-2020,3.598,3.489,3.38,109.082,109.262,109.442,1.463,2.986,-.029,-.03,-.031,.033,.034,.036,0
VS061777,MYBVS0617775,JEV IMTN 0% 12.11.2021,01-APR-2020,3.598,3.489,3.38,108.849,109.029,109.209,1.465,2.99,-.03,-.031,-.032,.035,.037,.038,0
VS070901,MYBVS0709010,JEV IMTN 0% 12.05.2022,01-APR-2020,3.721,3.612,3.503,111.63,111.866,112.103,1.878,4.701,-.03,-.031,-.032,.051,.052,.055,0
VS070348,MYBVS0703484,JEV IMTN 0% 12.05.2022,01-APR-2020,3.721,3.612,3.503,111.529,111.765,112.002,1.878,4.704,-.03,-.031,-.032,.05,.052,.055,0
VR080770,MYBVR0807709,JEV IMTN 0% 12.05.2022,01-APR-2020,3.721,3.612,3.503,111.831,112.068,112.305,1.876,4.696,-.03,-.031,-.032,.05,.053,.055,0
VS080771,MYBVS0807715,JEV IMTN 0% 11.11.2022,01-APR-2020,3.854,3.745,3.636,114.253,114.545,114.838,2.27,6.712,-.03,-.031,-.032,.066,.069,.071,0
VT070349,MYBVT0703490,JEV IMTN 0% 11.11.2022,01-APR-2020,3.854,3.745,3.636,113.884,114.176,114.468,2.274,6.725,-.03,-.031,-.032,.066,.069,.071,0
VS070902,MYBVS0709028,JEV IMTN 0% 11.11.2022,01-APR-2020,3.854,3.745,3.636,114.007,114.299,114.592,2.272,6.721,-.03,-.031,-.032,.066,.069,.072,0
VS080772,MYBVS0807723,JEV IMTN 0% 12.05.2023,01-APR-2020,3.972,3.863,3.754,116.608,116.957,117.307,2.654,9.045,-.029,-.03,-.031,.079,.082,.086,0
VT070903,MYBVT0709034,JEV IMTN 0% 12.05.2023,01-APR-2020,3.972,3.863,3.754,116.318,116.666,117.016,2.657,9.059,-.029,-.03,-.031,.079,.082,.086,0
VT070904,MYBVT0709042,JEV IMTN 0% 10.11.2023,01-APR-2020,4.071,3.962,3.853,118.534,118.937,119.342,3.02,11.616,-.026,-.027,-.028,.083,.087,.091,0
VT080773,MYBVT0807739,JEV IMTN 0% 10.11.2023,01-APR-2020,4.061,3.962,3.863,118.903,119.27,119.638,3.016,11.597,-.026,-.027,-.028,.083,.087,.091,2
VT080774,MYBVT0807747,JEV IMTN 0% 10.05.2024,01-APR-2020,4.137,4.028,3.919,121.181,121.641,122.103,3.371,14.429,-.023,-.024,-.025,.084,.088,.092,0
VU080775,MYBVU0807752,JEV IMTN 0% 12.11.2024,01-APR-2020,4.203,4.094,3.985,123.447,123.963,124.482,3.718,17.528,-.02,-.021,-.022,.082,.087,.092,0
VR060855,MYBVR0608552,S POWER IMTN 0% 19.05.2020,01-APR-2020,3.526,3.406,3.286,102.186,102.203,102.22,.13,.081,-.031,-.031,-.031,-.041,-.041,-.042,0
VT050520,MYBVT0505200,S POWER IMTN 5663D 19.11.2020 ClassA(T1),01-APR-2020,3.693,3.583,3.473,111.422,111.498,111.574,.575,.634,-.03,-.03,-.03,-.029,-.029,-.029,2.7
VS060854,MYBVS0608543,S POWER IMTN 0% 19.05.2021,01-APR-2020,3.915,3.795,3.675,118.082,118.231,118.381,.993,1.555,-.031,-.031,-.031,-.004,-.005,-.005,0
VU050519,MYBVU0505190,S POWER IMTN 6028D 19.11.2021 ClassA(T1),01-APR-2020,4.07,3.965,3.86,128.294,128.489,128.686,1.366,2.749,-.032,-.032,-.032,.014,.013,.014,3
PT050003,MYBPT0500039,CAGAMAS MBS 5.27%  MORT-BACKED SUKUKMUSYK 2005-A 6,01-APR-2020,3.134,3.024,2.914,100.744,100.782,100.821,.346,.207,-.029,-.03,-.031,.005,.004,.005,0
PT050030,MYBPT0500302,CMBS 2005-2 5.650% 11.12.2020,01-APR-2020,3.174,3.074,2.974,101.688,101.757,101.826,.677,.63,-.029,-.03,-.031,.013,.014,.014,2.3
PY050031,MYBPY0500310,CMBS 2005-2 5.920% 12.12.2025,01-APR-2020,3.791,3.691,3.591,110.858,111.401,111.946,4.869,27.241,-.041,-.042,-.043,.217,.224,.23,2
DS052767,MYBDS0527675,SPRINT 0% 29.12.2020,01-APR-2020,3.668,3.548,3.428,101.899,101.987,102.076,.713,.865,-.03,-.03,-.03,.016,.015,.015,0
VI150273,MYBVI1502738,RANTAU IMTN 0% 03.12.2020 - Tranche No 9,01-APR-2020,3.1,2.99,2.88,100.788,100.862,100.935,.652,.751,-.03,-.031,-.032,.016,.018,.018,0
VK150210,MYBVK1502106,RANTAU IMTN 0% 19.10.2022 - Tranche No 8,01-APR-2020,3.399,3.299,3.199,102.835,103.082,103.329,2.351,6.944,-.029,-.03,-.031,.069,.072,.073,2
VS140056,MYBVS1400569,RANTAU IMTN 0% 26.03.2029 - MTN 6,01-APR-2020,4.024,3.919,3.814,108.792,109.621,110.458,7.233,62.644,-.028,-.029,-.03,.218,.227,.237,1.7
VX110056,MYBVX1100565,RANTAU IMTN 0% 12.05.2031 - MTN 5,01-APR-2020,4.138,4.038,3.938,108.054,108.985,109.926,8.437,87.989,-.012,-.013,-.014,.109,.12,.13,2
VS170003,MYBVS1700034,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,01-APR-2020,4.171,4.071,3.971,107.653,108.625,109.608,8.911,97.862,-.008,-.009,-.01,.076,.086,.097,2
VI170040,MYBVI1700407,BPMB IMTN 4.28% 02.03.2022 - Issue No 10,01-APR-2020,3.473,3.373,3.273,101.483,101.669,101.855,1.826,4.299,-.009,-.01,-.011,.015,.016,.018,2.7
VN160330,MYBVN1603304,BPMB IMTN 4.50% 04.11.2026 - Issue No 7,01-APR-2020,3.979,3.884,3.789,102.991,103.548,104.109,5.584,37.117,-.041,-.042,-.043,.238,.245,.253,3.3
VN170041,MYBVN1700415,BPMB IMTN 4.62% 02.03.2027 - Issue No 11,01-APR-2020,3.99,3.895,3.8,103.773,104.357,104.945,5.888,40.798,-.04,-.041,-.042,.243,.251,.259,3.3
VS160331,MYBVS1603311,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,01-APR-2020,4.268,4.158,4.048,104.367,105.397,106.44,8.776,95.219,-.009,-.01,-.011,.083,.093,.104,0
VS170042,MYBVS1700422,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,01-APR-2020,4.277,4.177,4.077,106.507,107.475,108.454,9.023,99.935,-.007,-.008,-.009,.066,.076,.087,2.3
VW160332,MYBVW1603321,BPMB IMTN 4.95% 02.11.2035 - Issue No 9,01-APR-2020,4.471,4.371,4.271,105.331,106.491,107.666,10.755,149.402,-.014,-.015,-.016,.16,.175,.188,2.3
VK140222,MYBVK1402224,BPMB GG IMTN 4.19% 10.09.2021 - ISSUE NO 3,01-APR-2020,3.076,2.973,2.87,101.556,101.702,101.848,1.389,2.638,-.032,-.034,-.036,.042,.045,.048,2
VN140223,MYBVN1402236,BPMB GG IMTN 4.38% 12.09.2024 -  ISSUE NO 4,01-APR-2020,3.373,3.265,3.157,104.123,104.578,105.034,4.023,19.029,-.043,-.045,-.047,.178,.187,.196,1.7
VS140224,MYBVS1402243,BPMB GG IMTN 4.75% 12.09.2029 - ISSUE NO 5,01-APR-2020,3.891,3.783,3.675,106.734,107.618,108.512,7.631,69.491,-.045,-.047,-.049,.365,.384,.405,1.3
VX140225,MYBVX1402250,BPMB GG IMTN 4.85% 12.09.2034 - ISSUE NO 6,01-APR-2020,4.198,4.09,3.982,107.006,108.226,109.463,10.484,137.319,-.036,-.038,-.04,.401,.43,.459,1.7
US060068,MYBUS0600682,BPMB MTN 5477D 23.4.2021-MTN 2,01-APR-2020,3.321,3.221,3.121,103.072,103.178,103.284,.999,1.522,-.006,-.007,-.008,-.001,0,.001,2
UK160011,MYBUK1600118,BPMB GG MTN 2555D 20.1.2023 - ISSUE NO 5,01-APR-2020,3.227,3.114,3.001,103.434,103.742,104.05,2.605,8.326,-.038,-.04,-.042,.1,.106,.111,0
US160012,MYBUS1600129,BPMB GG MTN 5479D 22.1.2031 - ISSUE NO 6,01-APR-2020,3.972,3.859,3.746,109.654,110.702,111.762,8.351,85.123,-.032,-.034,-.036,.293,.315,.337,0
DK140001,MYBDK1400010,KHAZANAH 0% 24.02.2021,01-APR-2020,2.989,2.868,2.747,97.369,97.473,97.578,.886,1.222,-.033,-.033,-.033,.036,.036,.036,1.7
DL130003,MYBDL1300036,KHAZANAH 0% 08.03.2021,01-APR-2020,2.992,2.876,2.76,97.264,97.368,97.472,.921,1.302,-.036,-.036,-.036,.045,.044,.044,2.3
DS070572,MYBDS0705727,KHAZANAH 0% 15.06.2022,01-APR-2020,3.15,3.029,2.908,93.343,93.589,93.835,2.171,5.784,-.044,-.044,-.044,.097,.098,.097,1.3
DN120017,MYBDN1200174,KHAZANAH 0% 02.09.2022,01-APR-2020,3.167,3.051,2.935,92.684,92.941,93.198,2.381,6.844,-.042,-.042,-.042,.104,.105,.105,2.3
DS081080,MYBDS0810808,KHAZANAH 0% 14.08.2023,01-APR-2020,3.265,3.149,3.033,89.657,90.002,90.35,3.319,12.649,-.04,-.04,-.04,.127,.127,.128,2.7
DS090052,MYBDS0900526,KHAZANAH 0% 20.03.2024,01-APR-2020,3.316,3.2,3.084,87.768,88.167,88.567,3.905,17.168,-.042,-.042,-.042,.156,.157,.157,2
DS090198,MYBDS0901987,KHAZANAH 0% 27.08.2024,01-APR-2020,3.356,3.24,3.124,86.358,86.794,87.231,4.337,20.94,-.044,-.044,-.044,.172,.174,.173,2.7
DS120018,MYBDS1200181,KHAZANAH 0% 12.10.2027,01-APR-2020,3.781,3.665,3.549,75.427,76.076,76.732,7.393,58.291,-.072,-.072,-.072,.408,.411,.415,2.3
DX120016,MYBDX1200165,KHAZANAH 0% 03.09.2032,01-APR-2020,4.133,4.007,3.881,60.163,61.093,62.038,12.177,154.238,-.026,-.026,-.026,.2,.203,.206,0
VR062354,MYBVR0623544,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.3% 26.06.2020,01-APR-2020,3.136,3.025,2.914,101.188,101.215,101.242,.233,.109,-.032,-.031,-.03,-.007,-.007,-.007,0
VR062355,MYBVR0623551,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.4% 24.12.2020,01-APR-2020,3.259,3.148,3.037,103.668,103.75,103.833,.699,.842,-.032,-.031,-.03,.01,.009,.008,0
VS062356,MYBVS0623567,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.5% 25.06.2021,01-APR-2020,3.411,3.3,3.189,106.081,106.22,106.36,1.155,1.946,-.032,-.031,-.03,.027,.025,.024,0
VS062357,MYBVS0623575,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.6% 27.12.2021,01-APR-2020,3.522,3.411,3.3,108.478,108.674,108.871,1.596,3.45,-.031,-.03,-.029,.042,.04,.038,0
VR062348,MYBVR0623486,SWAKPOWER SUKUK MUSYARAKAH 7.80% 26.06.2020,01-APR-2020,3.094,2.983,2.872,101.083,101.11,101.136,.233,.109,-.032,-.031,-.03,-.005,-.005,-.006,0
VS062350,MYBVS0623500,SWAKPOWER SUKUK MUSYARAKAH 8.0% 25.06.2021,01-APR-2020,3.363,3.252,3.141,105.543,105.682,105.821,1.158,1.954,-.032,-.031,-.03,.028,.027,.025,0
VS062351,MYBVS0623518,SWAKPOWER SUKUK MUSYARAKAH 8.10% 24.12.2021,01-APR-2020,3.47,3.359,3.248,107.699,107.893,108.088,1.594,3.438,-.031,-.03,-.029,.043,.04,.038,0
PS070014,MYBPS0700144,CAGAMASMBS 4.170% 27.05.2022 - Tranche 2007-1-i/6,01-APR-2020,3.459,3.354,3.249,101.471,101.69,101.91,2.05,4.828,-.029,-.03,-.031,.059,.061,.063,1.3
PX070015,MYBPX0700151,CAGAMASMBS 4.340% 28.05.2027 - Tranche 2007-1-i/7,01-APR-2020,3.99,3.88,3.77,102.169,102.862,103.561,6.126,42.758,-.039,-.04,-.041,.244,.251,.26,0
