STOCK CODE,ISIN CODE,STOCK NAME,VALUE DATE,EVAL UPPER THRESHOLD YIELD,EVAL MID YIELD,EVAL LOWER THRESHOLD YIELD,EVAL LOWER THRESHOLD PRICE,EVAL MID PRICE,EVAL UPPER THRESHOLD PRICE,MODIFIED DURATION,CONVEXITY,EVAL UPPER THRESHOLD YIELD CHANGE,EVAL MID YIELD CHANGE,EVAL LOWER THRESHOLD YIELD CHANGE,EVAL LOWER THRESHOLD PRICE CHANGE,EVAL MID PRICE CHANGE,EVAL UPPER THRESHOLD PRICE CHANGE,COMPOSITE LIQUIDITY SCORE (T-1)
ML150002,MYBML1500024,MGS 2/2015 3.795% 30.09.2022,01-NOV-2019,3.159,3.149,3.139,101.754,101.781,101.809,2.735,9.048,-.03,-.03,-.03,.082,.081,.081,3.7
MN130003,MYBMN1300033,MGS 3/2013 3.480% 15.03.2023,01-NOV-2019,3.243,3.233,3.223,100.748,100.78,100.812,3.146,11.786,-.043,-.043,-.043,.136,.136,.136,3.7
MI180002,MYBMI1800024,MGS 2/2018 3.757% 20.04.2023,01-NOV-2019,3.295,3.29,3.285,101.5,101.516,101.533,3.228,12.368,-.029,-.029,-.029,.092,.091,.092,5
ML160001,MYBML1600014,MGS 1/2016 3.800% 17.08.2023,01-NOV-2019,3.281,3.276,3.271,101.832,101.85,101.868,3.488,14.428,-.025,-.025,-.025,.087,.087,.087,4.3
MI190003,MYBMI1900030,MGS 3/2019 3.478% 14.06.2024,01-NOV-2019,3.327,3.322,3.317,100.639,100.66,100.681,4.181,20.546,-.028,-.028,-.028,.119,.119,.118,5
MO140001,MYBMO1400013,MGS 1/2014 4.181% 15.07.2024,01-NOV-2019,3.352,3.347,3.342,103.578,103.6,103.622,4.207,20.913,-.059,-.059,-.059,.262,.262,.262,4.3
ML170002,MYBML1700020,MGS 2/2017 4.059% 30.09.2024,01-NOV-2019,3.344,3.339,3.334,103.214,103.237,103.26,4.422,22.857,-.008,-.008,-.008,.037,.037,.037,4.7
MK180001,MYBMK1800012,MGS 1/2018 3.882% 14.03.2025,01-NOV-2019,3.409,3.404,3.399,102.299,102.324,102.349,4.799,26.831,-.037,-.037,-.037,.182,.183,.183,4.3
MY050003,MYBMY0500036,MGS 3/2005 4.837% 15.07.2025,01-NOV-2019,3.435,3.42,3.405,107.201,107.281,107.362,4.93,28.862,-.044,-.044,-.044,.23,.23,.23,2.3
MO150001,MYBMO1500010,MGS 1/2015 3.955% 15.09.2025,01-NOV-2019,3.382,3.377,3.372,103.023,103.05,103.077,5.194,31.414,-.055,-.055,-.055,.294,.295,.295,4.7
MS110003,MYBMS1100036,MGS 3/2011 4.392% 15.04.2026,01-NOV-2019,3.427,3.417,3.407,105.541,105.6,105.659,5.608,36.732,-.035,-.035,-.035,.2,.2,.2,3
ML190001,MYBML1900018,MGS 1/2019 3.906% 15.07.2026,01-NOV-2019,3.381,3.376,3.371,103.12,103.15,103.181,5.811,39.531,-.058,-.058,-.058,.35,.35,.351,5
MX060002,MYBMX0600028,MGS 2/2006 4.709% 15.09.2026,01-NOV-2019,3.463,3.448,3.433,107.56,107.655,107.75,5.856,40.414,-.058,-.058,-.058,.367,.367,.367,2
MO160003,MYBMO1600034,MGS 3/2016 3.900% 30.11.2026,01-NOV-2019,3.456,3.451,3.446,102.768,102.8,102.831,6.065,43.303,-.028,-.028,-.028,.178,.178,.178,4.7
MS120002,MYBMS1200026,MGS 2/2012 3.892% 15.03.2027,01-NOV-2019,3.478,3.468,3.458,102.667,102.732,102.798,6.352,47.004,-.06,-.06,-.06,.389,.389,.389,3
MX070003,MYBMX0700034,MGS 3/2007 3.502% 31.05.2027,01-NOV-2019,3.437,3.427,3.417,100.426,100.492,100.559,6.517,49.645,-.06,-.06,-.06,.392,.392,.393,3
MO170004,MYBMO1700040,MGS 4/2017 3.899% 16.11.2027,01-NOV-2019,3.466,3.461,3.456,103.015,103.05,103.086,6.762,54.063,-.059,-.059,-.059,.415,.414,.415,4.7
MS130005,MYBMS1300057,MGS 5/2013 3.733% 15.06.2028,01-NOV-2019,3.487,3.482,3.477,101.813,101.85,101.888,7.235,61.642,-.036,-.036,-.036,.265,.265,.266,4.7
MX080003,MYBMX0800032,MGS 3/2008 5.248% 15.09.2028,01-NOV-2019,3.567,3.552,3.537,112.68,112.802,112.924,7.15,61.386,-.046,-.046,-.046,.366,.367,.368,2.3
MO190002,MYBMO1900020,MGS 2/2019 3.885% 15.08.2029,01-NOV-2019,3.429,3.424,3.419,103.758,103.8,103.842,8.061,76.752,-.036,-.036,-.036,.3,.3,.3,5
MX100003,MYBMX1000038,MGS 3/2010 4.498% 15.04.2030,01-NOV-2019,3.634,3.629,3.624,107.454,107.5,107.545,8.37,83.677,-.035,-.035,-.035,.314,.315,.315,4
MX110004,MYBMX1100044,MGS 4/2011 4.232% 30.06.2031,01-NOV-2019,3.654,3.649,3.644,105.451,105.5,105.548,9.105,100.545,-.098,-.098,-.098,.95,.951,.95,4
MX120004,MYBMX1200042,MGS 4/2012 4.127% 15.04.2032,01-NOV-2019,3.747,3.732,3.717,103.756,103.907,104.059,9.72,113.798,-.017,-.017,-.017,.173,.173,.173,2.7
MX130004,MYBMX1300040,MGS 4/2013 3.844% 15.04.2033,01-NOV-2019,3.706,3.701,3.696,101.447,101.5,101.553,10.442,131.439,-.051,-.051,-.051,.535,.535,.535,4
MT180003,MYBMT1800039,MGS 3/2018 4.642% 07.11.2033,01-NOV-2019,3.808,3.803,3.798,108.999,109.055,109.112,10.223,131.393,-.005,-.005,-.005,.056,.055,.055,5
MS190004,MYBMS1900047,MGS 4/2019 3.828% 05.07.2034,01-NOV-2019,3.699,3.694,3.689,101.442,101.5,101.556,11.005,149.109,0,0,0,-.001,0,0,4.7
MY150004,MYBMY1500043,MGS 4/2015 4.254% 31.05.2035,01-NOV-2019,3.804,3.794,3.784,105.253,105.373,105.494,11.26,159.558,-.012,-.012,-.012,.145,.145,.145,3.3
MX170003,MYBMX1700033,MGS 3/2017 4.762% 07.04.2037,01-NOV-2019,3.815,3.805,3.795,111.971,112.107,112.243,12.106,186.832,-.043,-.043,-.043,.582,.582,.583,3.7
MX180004,MYBMX1800049,MGS 4/2018 4.893% 08.06.2038,01-NOV-2019,3.838,3.833,3.828,113.929,114,114.072,12.28,198.27,-.062,-.062,-.062,.887,.887,.888,5
MZ130007,MYBMZ1300078,MGS 7/2013 4.935% 30.09.2043,01-NOV-2019,4.026,4.016,4.006,113.879,114.046,114.213,14.591,289.172,-.074,-.074,-.074,1.227,1.229,1.232,3.3
MZ160002,MYBMZ1600022,MGS 2/2016 4.736% 15.03.2046,01-NOV-2019,4.072,4.067,4.062,110.678,110.764,110.851,15.499,332.677,-.081,-.081,-.081,1.392,1.394,1.396,4
MZ180005,MYBMZ1800051,MGS 5/2018 4.921% 06.07.2048,01-NOV-2019,4.044,4.039,4.034,114.807,114.9,114.994,15.618,350.263,-.088,-.088,-.088,1.632,1.634,1.636,5
PZ00197S,MYBPZ00197S6,BPIMB RM500 Million 7.500% 30.10.2025,01-NOV-2019,3.599,3.565,3.531,112.537,112.656,112.775,3.112,14.065,-.014,-.014,-.014,.04,.039,.039,1.7
DZ012851,MYBDZ0128511,TENAGA IBONDS 0.00000% 13.12.2021,01-NOV-2019,3.356,3.32,3.284,107.573,107.65,107.726,1.924,4.855,.001,0,-.001,-.012,-.009,-.008,1.3
DZ021250,MYBDZ0212505,GDC PUTRA 0.00000% 02.12.2022,01-NOV-2019,3.586,3.545,3.504,110.605,110.732,110.858,2.713,9.273,0,-.001,-.002,-.009,-.006,-.003,0
GO090061,MYBGO0900619,PROFIT-BASED GII 6/2009 30.04.2020,01-NOV-2019,3.122,3.105,3.088,100.667,100.675,100.683,.487,.474,.005,.005,.005,-.006,-.007,-.007,2.3
GL12098B,MYBGL12098B5,PROFIT-BASED GII 7/2012 15.05.2020,01-NOV-2019,3.082,3.065,3.048,100.26,100.27,100.279,.521,.533,.006,.006,.006,-.005,-.004,-.004,2.3
GL120098,MYBGL1200981,PROFIT-BASED GII 7/2012 15.05.2020,01-NOV-2019,3.072,3.065,3.058,100.266,100.27,100.273,.521,.533,.006,.006,.006,-.004,-.004,-.005,4
GL12098A,MYBGL12098A7,PROFIT-BASED GII 7/2012 15.05.2020,01-NOV-2019,3.082,3.065,3.048,100.26,100.27,100.279,.521,.533,.006,.006,.006,-.005,-.004,-.004,2.3
GN100021,MYBGN1000213,PROFIT-BASED GII 3/2010 15.06.2020,01-NOV-2019,3.078,3.061,3.044,100.732,100.743,100.753,.601,.661,.011,.006,.001,-.011,-.007,-.004,2.7
GN100060,MYBGN1000601,PROFIT-BASED GII 6/2010 30.11.2020,01-NOV-2019,3.099,3.082,3.065,100.944,100.963,100.981,1.034,1.601,.004,.004,.004,-.007,-.006,-.006,2
GN110025,MYBGN1100252,PROFIT-BASED GII 3/2011 30.04.2021,01-NOV-2019,3.126,3.114,3.102,101.513,101.531,101.548,1.442,2.813,-.015,-.015,-.015,.019,.019,.019,3.3
GN11025A,MYBGN11025A9,PROFIT-BASED GII 3/2011 30.04.2021,01-NOV-2019,3.136,3.114,3.092,101.499,101.531,101.563,1.442,2.813,-.015,-.015,-.015,.02,.019,.019,1.7
GO120037,MYBGO1200373,PROFIT-BASED GII 4/2012 15.11.2022,01-NOV-2019,3.179,3.167,3.155,101.493,101.528,101.562,2.81,9.637,-.06,-.06,-.06,.171,.171,.17,3
GO12037A,MYBGO12037A2,PROFIT-BASED GII 4/2012 15.11.2022,01-NOV-2019,3.189,3.167,3.145,101.464,101.528,101.591,2.81,9.637,-.06,-.06,-.06,.171,.171,.17,1.7
GO130033,MYBGO1300330,PROFIT-BASED GII 2/2013 31.10.2023,01-NOV-2019,3.3,3.288,3.276,100.718,100.762,100.807,3.705,16.064,-.055,-.055,-.055,.204,.204,.204,3.3
GS120059,MYBGS1200598,PROFIT-BASED GII 5/2012 15.06.2027,01-NOV-2019,3.479,3.462,3.445,102.785,102.9,103.015,6.476,49.356,-.022,-.022,-.022,.146,.146,.147,2.3
GS12059A,MYBGS12059A2,PROFIT-BASED GII 5/2012 15.06.2027,01-NOV-2019,3.484,3.462,3.44,102.751,102.9,103.049,6.476,49.356,-.022,-.022,-.022,.146,.146,.147,1.7
GT130001,MYBGT1300016,PROFIT-BASED GII 1/2013 08.08.2028,01-NOV-2019,3.488,3.471,3.454,102.87,103,103.13,7.35,63.48,-.029,-.029,-.029,.221,.222,.222,2.3
VQ061773,MYBVQ0617738,JEV IMTN 0% 12.11.2019,01-NOV-2019,3.442,3.341,3.24,100.163,100.166,100.169,.03,.002,-.002,-.003,-.004,-.015,-.015,-.016,0
VR060698,MYBVR0606986,JEV IMTN 0% 12.11.2019,01-NOV-2019,3.442,3.341,3.24,100.159,100.162,100.165,.03,.002,-.002,-.003,-.004,-.014,-.014,-.015,0
VP070896,MYBVP0708968,JEV IMTN 0% 12.11.2019,01-NOV-2019,3.442,3.341,3.24,100.169,100.172,100.175,.03,.002,-.002,-.003,-.004,-.015,-.016,-.016,0
VQ070343,MYBVQ0703439,JEV IMTN 0% 12.11.2019,01-NOV-2019,3.442,3.341,3.24,100.167,100.171,100.174,.03,.002,-.002,-.003,-.004,-.016,-.015,-.015,0
VP080766,MYBVP0807661,JEV IMTN 0% 12.05.2020,01-NOV-2019,3.548,3.447,3.346,103.043,103.097,103.151,.499,.505,.001,0,-.001,-.016,-.016,-.016,0
VQ070897,MYBVQ0708974,JEV IMTN 0% 12.05.2020,01-NOV-2019,3.538,3.447,3.356,103.022,103.071,103.12,.5,.505,.001,0,-.001,-.016,-.016,-.015,2
VR060697,MYBVR0606978,JEV IMTN 0% 12.05.2020,01-NOV-2019,3.543,3.447,3.351,102.838,102.889,102.94,.5,.506,.001,0,-.001,-.014,-.015,-.015,1.7
VR061775,MYBVR0617751,JEV IMTN 0% 12.05.2020,01-NOV-2019,3.533,3.447,3.361,102.921,102.967,103.013,.5,.506,.001,0,-.001,-.015,-.015,-.015,3
VQ070344,MYBVQ0703447,JEV IMTN 0% 12.05.2020,01-NOV-2019,3.543,3.447,3.351,102.994,103.045,103.097,.5,.505,.001,0,-.001,-.015,-.015,-.015,1.7
VQ070898,MYBVQ0708982,JEV IMTN 0% 12.11.2020,01-NOV-2019,3.622,3.521,3.42,105.787,105.893,105.999,.95,1.416,.001,0,-.001,-.016,-.015,-.014,0
VR061774,MYBVR0617744,JEV IMTN 0% 12.11.2020,01-NOV-2019,3.622,3.521,3.42,105.587,105.693,105.798,.951,1.418,.001,0,-.001,-.015,-.014,-.014,0
VS060699,MYBVS0606992,JEV IMTN 0% 12.11.2020,01-NOV-2019,3.617,3.521,3.425,105.442,105.542,105.643,.952,1.419,.001,0,-.001,-.015,-.014,-.013,1.7
VR070345,MYBVR0703452,JEV IMTN 0% 12.11.2020,01-NOV-2019,3.617,3.521,3.425,105.743,105.843,105.944,.95,1.416,.001,0,-.001,-.015,-.015,-.014,1.7
VQ080767,MYBVQ0807677,JEV IMTN 0% 12.11.2020,01-NOV-2019,3.622,3.521,3.42,105.838,105.943,106.049,.949,1.415,.001,0,-.001,-.015,-.015,-.015,0
VQ080768,MYBVQ0807685,JEV IMTN 0% 12.05.2021,01-NOV-2019,3.699,3.598,3.497,108.549,108.707,108.865,1.381,2.71,.001,0,-.001,-.016,-.015,-.014,0
VR070899,MYBVR0708998,JEV IMTN 0% 12.05.2021,01-NOV-2019,3.699,3.598,3.497,108.402,108.559,108.717,1.382,2.713,.001,0,-.001,-.016,-.015,-.014,0
VR070346,MYBVR0703460,JEV IMTN 0% 12.05.2021,01-NOV-2019,3.699,3.598,3.497,108.328,108.486,108.643,1.382,2.714,.001,0,-.001,-.016,-.014,-.014,0
VS061776,MYBVS0617767,JEV IMTN 0% 12.05.2021,01-NOV-2019,3.699,3.598,3.497,108.181,108.338,108.496,1.383,2.717,.001,0,-.001,-.015,-.014,-.013,0
VS070347,MYBVS0703476,JEV IMTN 0% 12.11.2021,01-NOV-2019,3.771,3.67,3.569,110.899,111.108,111.318,1.797,4.365,.001,0,-.001,-.016,-.014,-.013,0
VR070900,MYBVR0709004,JEV IMTN 0% 12.11.2021,01-NOV-2019,3.771,3.67,3.569,110.996,111.205,111.415,1.797,4.362,.001,0,-.001,-.016,-.014,-.013,0
VR080769,MYBVR0807691,JEV IMTN 0% 12.11.2021,01-NOV-2019,3.771,3.67,3.569,111.189,111.399,111.609,1.795,4.357,.001,0,-.001,-.017,-.015,-.013,0
VS061777,MYBVS0617775,JEV IMTN 0% 12.11.2021,01-NOV-2019,3.766,3.67,3.574,110.716,110.914,111.114,1.799,4.37,.001,0,-.001,-.015,-.014,-.012,1.7
VS070348,MYBVS0703484,JEV IMTN 0% 12.05.2022,01-NOV-2019,3.842,3.741,3.64,113.395,113.657,113.919,2.196,6.34,.001,0,-.001,-.016,-.014,-.012,0
VR080770,MYBVR0807709,JEV IMTN 0% 12.05.2022,01-NOV-2019,3.842,3.741,3.64,113.754,114.016,114.279,2.193,6.327,.001,0,-.001,-.016,-.014,-.011,0
VS070901,MYBVS0709010,JEV IMTN 0% 12.05.2022,01-NOV-2019,3.842,3.741,3.64,113.515,113.776,114.039,2.195,6.336,.001,0,-.001,-.016,-.014,-.012,0
VS080771,MYBVS0807715,JEV IMTN 0% 11.11.2022,01-NOV-2019,3.919,3.818,3.717,116.208,116.522,116.837,2.573,8.577,.001,0,-.001,-.016,-.014,-.011,0
VS070902,MYBVS0709028,JEV IMTN 0% 11.11.2022,01-NOV-2019,3.919,3.818,3.717,115.925,116.238,116.553,2.576,8.59,.001,0,-.001,-.016,-.014,-.011,0
VT070349,MYBVT0703490,JEV IMTN 0% 11.11.2022,01-NOV-2019,3.919,3.818,3.717,115.783,116.097,116.411,2.577,8.597,.001,0,-.001,-.017,-.013,-.011,0
VS080772,MYBVS0807723,JEV IMTN 0% 12.05.2023,01-NOV-2019,3.973,3.882,3.791,118.687,119.018,119.349,2.944,11.13,-.001,-.002,-.003,-.01,-.006,-.003,2
VT070903,MYBVT0709034,JEV IMTN 0% 12.05.2023,01-NOV-2019,3.983,3.882,3.781,118.325,118.691,119.058,2.948,11.149,-.001,-.002,-.003,-.009,-.006,-.003,0
VT070904,MYBVT0709042,JEV IMTN 0% 10.11.2023,01-NOV-2019,4.044,3.943,3.842,120.627,121.045,121.464,3.299,13.905,-.004,-.005,-.006,.004,.008,.011,0
VT080773,MYBVT0807739,JEV IMTN 0% 10.11.2023,01-NOV-2019,4.045,3.944,3.843,120.991,121.41,121.83,3.294,13.88,-.003,-.004,-.005,0,.004,.008,0
VT080774,MYBVT0807747,JEV IMTN 0% 10.05.2024,01-NOV-2019,4.085,3.984,3.883,123.389,123.86,124.334,3.638,16.897,-.006,-.007,-.008,.015,.019,.025,0
VU080775,MYBVU0807752,JEV IMTN 0% 12.11.2024,01-NOV-2019,4.131,4.03,3.929,125.733,126.257,126.784,3.975,20.17,-.008,-.009,-.01,.029,.034,.04,0
VS050521,MYBVS0505210,S POWER IMTN 5297D 19.11.2019 ClassA(T1),01-NOV-2019,3.68,3.56,3.44,100.897,100.903,100.91,.049,.026,-.001,-.001,-.001,-.049,-.05,-.05,0
VR060855,MYBVR0608552,S POWER IMTN 0% 19.05.2020,01-NOV-2019,3.803,3.688,3.573,108.926,108.993,109.061,.496,.509,-.001,-.001,-.001,-.042,-.043,-.043,1.3
VT050520,MYBVT0505200,S POWER IMTN 5663D 19.11.2020 ClassA(T1),01-NOV-2019,3.914,3.809,3.704,118.594,118.716,118.838,.904,1.348,-.001,-.001,-.001,-.046,-.046,-.047,3
VS060854,MYBVS0608543,S POWER IMTN 0% 19.05.2021,01-NOV-2019,4.045,3.93,3.815,124.331,124.53,124.73,1.297,2.524,-.001,-.001,-.001,-.038,-.039,-.039,1.3
VU050519,MYBVU0505190,S POWER IMTN 6028D 19.11.2021 ClassA(T1),01-NOV-2019,4.138,4.028,3.918,135.095,135.357,135.62,1.643,3.913,-.001,-.001,-.001,-.042,-.043,-.043,2.7
PT050003,MYBPT0500039,CAGAMAS MBS 5.27%  MORT-BACKED SUKUKMUSYK 2005-A 6,01-NOV-2019,3.394,3.353,3.312,101.409,101.44,101.472,.739,.74,.001,0,-.001,-.006,-.005,-.004,0
PT050030,MYBPT0500302,CMBS 2005-2 5.650% 11.12.2020,01-NOV-2019,3.428,3.397,3.366,102.409,102.443,102.477,1.067,1.428,.006,0,-.006,-.013,-.006,0,2.7
PY050031,MYBPY0500310,CMBS 2005-2 5.920% 12.12.2025,01-NOV-2019,3.905,3.869,3.833,110.909,111.116,111.324,5.145,30.664,-.009,-.01,-.011,.047,.053,.059,1.7
DR052766,MYBDR0527669,SPRINT 0% 27.12.2019,01-NOV-2019,3.684,3.564,3.444,100.392,100.41,100.429,.151,.097,-.002,-.002,-.002,-.006,-.007,-.007,0
DS052767,MYBDS0527675,SPRINT 0% 29.12.2020,01-NOV-2019,3.886,3.766,3.646,102.692,102.829,102.966,1.089,1.754,-.001,-.001,-.001,-.005,-.005,-.006,0
VI150273,MYBVI1502738,RANTAU IMTN 0% 03.12.2020 - Tranche No 9,01-NOV-2019,3.289,3.253,3.217,101.069,101.107,101.146,1.039,1.616,.001,0,-.001,-.003,-.003,-.001,1.7
VK150210,MYBVK1502106,RANTAU IMTN 0% 19.10.2022 - Tranche No 8,01-NOV-2019,3.465,3.424,3.383,103.087,103.203,103.32,2.758,9.221,.001,0,-.001,-.005,-.003,0,0
VS140056,MYBVS1400569,RANTAU IMTN 0% 26.03.2029 - MTN 6,01-NOV-2019,3.763,3.732,3.701,111.286,111.546,111.807,7.495,67.64,-.009,-.01,-.011,.072,.081,.09,2
VX110056,MYBVX1100565,RANTAU IMTN 0% 12.05.2031 - MTN 5,01-NOV-2019,3.835,3.804,3.773,111.235,111.541,111.849,8.689,93.776,-.007,-.008,-.009,.067,.077,.087,2.3
VS170003,MYBVS1700034,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,01-NOV-2019,3.867,3.831,3.795,110.936,111.307,111.68,9.162,103.908,-.005,-.006,-.007,.05,.06,.071,1.3
VI170040,MYBVI1700407,BPMB IMTN 4.28% 02.03.2022 - Issue No 10,01-NOV-2019,3.603,3.562,3.521,101.499,101.591,101.683,2.195,6.032,.001,0,-.001,-.004,-.002,0,0
VN160330,MYBVN1603304,BPMB IMTN 4.50% 04.11.2026 - Issue No 7,01-NOV-2019,3.767,3.736,3.705,104.478,104.672,104.867,5.877,41.276,-.009,-.01,-.011,.055,.061,.067,2
VN170041,MYBVN1700415,BPMB IMTN 4.62% 02.03.2027 - Issue No 11,01-NOV-2019,3.776,3.745,3.714,105.359,105.562,105.766,6.178,45.11,-.009,-.01,-.011,.057,.064,.07,2
VS160331,MYBVS1603311,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,01-NOV-2019,3.979,3.938,3.897,107.304,107.71,108.118,9.026,101.206,-.006,-.007,-.008,.059,.068,.078,0
VS170042,MYBVS1700422,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,01-NOV-2019,3.985,3.954,3.923,109.617,109.934,110.253,9.27,105.987,-.005,-.006,-.007,.05,.06,.07,2
VW160332,MYBVW1603321,BPMB IMTN 4.95% 02.11.2035 - Issue No 9,01-NOV-2019,4.177,4.141,4.105,108.956,109.397,109.841,10.992,156.622,.002,.001,0,-.025,-.014,-.001,1.3
VK140222,MYBVK1402224,BPMB GG IMTN 4.19% 10.09.2021 - ISSUE NO 3,01-NOV-2019,3.327,3.288,3.249,101.538,101.609,101.679,1.768,4.06,0,0,0,-.003,-.002,-.003,0
VN140223,MYBVN1402236,BPMB GG IMTN 4.38% 12.09.2024 -  ISSUE NO 4,01-NOV-2019,3.541,3.502,3.463,103.714,103.891,104.068,4.342,22.171,-.009,-.009,-.009,.039,.039,.039,0
VS140224,MYBVS1402243,BPMB GG IMTN 4.75% 12.09.2029 - ISSUE NO 5,01-NOV-2019,3.814,3.785,3.756,107.63,107.877,108.125,7.874,74.466,-.011,-.011,-.011,.092,.092,.092,2
VX140225,MYBVX1402250,BPMB GG IMTN 4.85% 12.09.2034 - ISSUE NO 6,01-NOV-2019,3.965,3.931,3.897,109.863,110.266,110.67,10.708,143.964,-.001,-.001,-.001,.011,.011,.01,1.7
US060068,MYBUS0600682,BPMB MTN 5477D 23.4.2021-MTN 2,01-NOV-2019,3.555,3.524,3.493,103.91,103.956,104.001,1.406,2.702,.001,0,-.001,-.009,-.007,-.006,2
UK160011,MYBUK1600118,BPMB GG MTN 2555D 20.1.2023 - ISSUE NO 5,01-NOV-2019,3.42,3.381,3.342,103.318,103.438,103.558,2.946,10.546,0,0,0,-.002,-.003,-.003,0
US160012,MYBUS1600129,BPMB GG MTN 5479D 22.1.2031 - ISSUE NO 6,01-NOV-2019,3.859,3.82,3.781,111.029,111.405,111.783,8.571,90.281,-.006,-.006,-.006,.056,.056,.056,0
DN100001,MYBDN1000012,KHAZANAH 0% 24.03.2020,01-NOV-2019,3.139,3.104,3.069,98.773,98.786,98.8,.391,.306,0,0,0,.009,.008,.009,2.7
DK140001,MYBDK1400010,KHAZANAH 0% 24.02.2021,01-NOV-2019,3.26,3.225,3.19,95.849,95.893,95.936,1.29,2.299,0,0,0,.008,.009,.008,2.3
DL130003,MYBDL1300036,KHAZANAH 0% 08.03.2021,01-NOV-2019,3.268,3.228,3.188,95.712,95.763,95.814,1.331,2.425,-.001,-.001,-.001,.01,.01,.01,1.7
DS070572,MYBDS0705727,KHAZANAH 0% 15.06.2022,01-NOV-2019,3.353,3.313,3.273,91.659,91.754,91.848,2.577,7.906,0,0,0,.008,.009,.008,1.3
DN120017,MYBDN1200174,KHAZANAH 0% 02.09.2022,01-NOV-2019,3.37,3.33,3.29,90.959,91.06,91.162,2.789,9.151,0,0,0,.009,.008,.008,1.7
DS081080,MYBDS0810808,KHAZANAH 0% 14.08.2023,01-NOV-2019,3.431,3.396,3.361,87.923,88.037,88.152,3.72,15.67,-.003,-.003,-.003,.018,.018,.018,2.3
DS090052,MYBDS0900526,KHAZANAH 0% 20.03.2024,01-NOV-2019,3.473,3.433,3.393,85.986,86.135,86.283,4.311,20.703,-.006,-.006,-.006,.03,.031,.03,1.7
DS090198,MYBDS0901987,KHAZANAH 0% 27.08.2024,01-NOV-2019,3.493,3.458,3.423,84.63,84.77,84.911,4.737,24.77,-.01,-.01,-.01,.048,.048,.048,2.3
DS120018,MYBDS1200181,KHAZANAH 0% 12.10.2027,01-NOV-2019,3.687,3.647,3.607,74.806,75.04,75.274,7.803,64.717,-.02,-.02,-.02,.12,.121,.121,1.7
DX120016,MYBDX1200165,KHAZANAH 0% 03.09.2032,01-NOV-2019,3.897,3.852,3.807,60.927,61.273,61.621,12.596,164.832,-.002,-.002,-.002,.022,.022,.022,0
VQ062353,MYBVQ0623538,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.2% 27.12.2019,01-NOV-2019,3.411,3.364,3.317,100.714,100.722,100.729,.152,.046,-.001,-.001,-.001,-.013,-.012,-.013,2
