STOCK CODE,ISIN CODE,STOCK NAME,VALUE DATE,EVAL UPPER THRESHOLD YIELD,EVAL MID YIELD,EVAL LOWER THRESHOLD YIELD,EVAL LOWER THRESHOLD PRICE,EVAL MID PRICE,EVAL UPPER THRESHOLD PRICE,MODIFIED DURATION,CONVEXITY,EVAL UPPER THRESHOLD YIELD CHANGE,EVAL MID YIELD CHANGE,EVAL LOWER THRESHOLD YIELD CHANGE,EVAL LOWER THRESHOLD PRICE CHANGE,EVAL MID PRICE CHANGE,EVAL UPPER THRESHOLD PRICE CHANGE,COMPOSITE LIQUIDITY SCORE (T-1)
MX130004,MYBMX1300040,MGS 4/2013 3.844% 15.04.2033,02-MAR-2020,3.057,3.048,3.039,108.449,108.55,108.652,10.259,127.13,-.005,-.005,-.005,.05,.05,.05,4.3
MT180003,MYBMT1800039,MGS 3/2018 4.642% 07.11.2033,02-MAR-2020,3.087,3.078,3.069,117.24,117.35,117.46,10.291,130.558,.034,.034,.034,-.429,-.43,-.43,5
MS190004,MYBMS1900047,MGS 4/2019 3.828% 05.07.2034,02-MAR-2020,3.058,3.049,3.04,108.89,109,109.109,11.056,147.901,.008,.008,.008,-.1,-.1,-.1,5
MY150004,MYBMY1500043,MGS 4/2015 4.254% 31.05.2035,02-MAR-2020,3.186,3.172,3.158,112.819,113.001,113.182,11.348,159.014,.024,.024,.024,-.318,-.318,-.319,3.7
MX170003,MYBMX1700033,MGS 3/2017 4.762% 07.04.2037,02-MAR-2020,3.215,3.201,3.187,120.228,120.434,120.64,12.02,184.083,.011,.011,.011,-.167,-.168,-.168,3
MX180004,MYBMX1800049,MGS 4/2018 4.893% 08.06.2038,02-MAR-2020,3.204,3.195,3.186,123.212,123.353,123.494,12.624,203.988,.013,.013,.013,-.21,-.211,-.212,4.3
MY190005,MYBMY1900052,MGS 5/2019 3.757% 22.05.2040,02-MAR-2020,3.232,3.223,3.214,107.74,107.88,108.019,14.101,252.923,.019,.019,.019,-.305,-.304,-.305,4
MZ130007,MYBMZ1300078,MGS 7/2013 4.935% 30.09.2043,02-MAR-2020,3.502,3.488,3.474,122.881,123.138,123.395,14.663,290.761,.015,.015,.015,-.282,-.282,-.283,3.3
MZ160002,MYBMZ1600022,MGS 2/2016 4.736% 15.03.2046,02-MAR-2020,3.561,3.552,3.543,119.828,120,120.172,15.645,336.87,.037,.037,.037,-.714,-.716,-.717,4
MZ180005,MYBMZ1800051,MGS 5/2018 4.921% 06.07.2048,02-MAR-2020,3.592,3.583,3.574,123.515,123.7,123.885,15.964,357.028,.012,.012,.012,-.234,-.234,-.235,4.7
PZ00197S,MYBPZ00197S6,BPIMB RM500 Million 7.500% 30.10.2025,02-MAR-2020,3.056,2.969,2.882,113.122,113.404,113.688,2.809,12.148,-.02,-.021,-.022,.033,.035,.037,1.3
DZ012851,MYBDZ0128511,TENAGA IBONDS 0.00000% 13.12.2021,02-MAR-2020,3.014,2.935,2.856,107.027,107.169,107.312,1.66,3.675,-.011,-.012,-.013,-.011,-.011,-.009,0
DZ021250,MYBDZ0212505,GDC PUTRA 0.00000% 02.12.2022,02-MAR-2020,3.177,3.098,3.019,110.643,110.863,111.084,2.478,7.729,-.008,-.009,-.01,-.008,-.006,-.003,0
GO090061,MYBGO0900619,PROFIT-BASED GII 6/2009 30.04.2020,02-MAR-2020,2.635,2.617,2.599,100.292,100.295,100.298,.161,.052,-.012,-.012,-.012,-.013,-.013,-.013,2.3
GL12098A,MYBGL12098A7,PROFIT-BASED GII 7/2012 15.05.2020,02-MAR-2020,2.665,2.647,2.629,100.179,100.182,100.186,.202,.082,-.012,-.012,-.012,-.004,-.005,-.005,2
GL12098B,MYBGL12098B5,PROFIT-BASED GII 7/2012 15.05.2020,02-MAR-2020,2.67,2.647,2.624,100.177,100.182,100.187,.202,.082,-.012,-.012,-.012,-.005,-.005,-.005,1.7
GL120098,MYBGL1200981,PROFIT-BASED GII 7/2012 15.05.2020,02-MAR-2020,2.655,2.647,2.639,100.181,100.182,100.184,.202,.082,-.012,-.012,-.012,-.004,-.005,-.005,4.3
GN100021,MYBGN1000213,PROFIT-BASED GII 3/2010 15.06.2020,02-MAR-2020,2.497,2.479,2.461,100.503,100.508,100.513,.285,.162,-.012,-.012,-.012,-.01,-.011,-.011,2.3
GN100060,MYBGN1000601,PROFIT-BASED GII 6/2010 30.11.2020,02-MAR-2020,2.627,2.609,2.591,101.007,101.02,101.033,.725,.889,-.017,-.012,-.007,.002,-.002,-.006,2.3
GN110025,MYBGN1100252,PROFIT-BASED GII 3/2011 30.04.2021,02-MAR-2020,2.634,2.616,2.598,101.742,101.763,101.783,1.117,1.821,-.013,-.013,-.013,.003,.003,.002,2.7
GN11025A,MYBGN11025A9,PROFIT-BASED GII 3/2011 30.04.2021,02-MAR-2020,2.639,2.616,2.593,101.736,101.763,101.789,1.117,1.821,-.013,-.013,-.013,.003,.003,.002,1.3
GO120037,MYBGO1200373,PROFIT-BASED GII 4/2012 15.11.2022,02-MAR-2020,2.655,2.637,2.619,102.703,102.75,102.798,2.539,7.919,-.023,-.023,-.023,.053,.052,.053,2.7
GO12037A,MYBGO12037A2,PROFIT-BASED GII 4/2012 15.11.2022,02-MAR-2020,2.66,2.637,2.614,102.689,102.75,102.811,2.539,7.919,-.023,-.023,-.023,.052,.052,.052,1.7
GO130033,MYBGO1300330,PROFIT-BASED GII 2/2013 31.10.2023,02-MAR-2020,2.68,2.672,2.664,102.815,102.843,102.871,3.389,13.665,-.04,-.04,-.04,.134,.134,.134,4
GS12059A,MYBGS12059A2,PROFIT-BASED GII 5/2012 15.06.2027,02-MAR-2020,2.857,2.829,2.801,106.81,107,107.191,6.311,46.408,-.002,-.002,-.002,.01,.01,.01,0
GS120059,MYBGS1200598,PROFIT-BASED GII 5/2012 15.06.2027,02-MAR-2020,2.847,2.829,2.811,106.878,107,107.123,6.311,46.408,-.002,-.002,-.002,.01,.01,.01,2.7
GT130001,MYBGT1300016,PROFIT-BASED GII 1/2013 08.08.2028,02-MAR-2020,2.909,2.896,2.883,107.15,107.251,107.352,7.206,60.376,-.044,-.044,-.044,.334,.335,.335,3.7
VQ070344,MYBVQ0703447,JEV IMTN 0% 12.05.2020,02-MAR-2020,3.126,3.034,2.942,101.18,101.198,101.217,.194,.075,-.012,-.013,-.014,-.047,-.048,-.049,1.3
VQ070897,MYBVQ0708974,JEV IMTN 0% 12.05.2020,02-MAR-2020,3.121,3.034,2.947,101.19,101.208,101.226,.194,.075,-.012,-.013,-.014,-.048,-.048,-.048,2.3
VP080766,MYBVP0807661,JEV IMTN 0% 12.05.2020,02-MAR-2020,3.116,3.034,2.952,101.201,101.218,101.234,.194,.075,-.012,-.013,-.014,-.048,-.048,-.049,3.3
VR061775,MYBVR0617751,JEV IMTN 0% 12.05.2020,02-MAR-2020,3.116,3.034,2.952,101.153,101.17,101.186,.194,.075,-.012,-.013,-.014,-.046,-.046,-.047,3
VR060697,MYBVR0606978,JEV IMTN 0% 12.05.2020,02-MAR-2020,3.131,3.034,2.937,101.121,101.141,101.16,.194,.075,-.012,-.013,-.014,-.045,-.045,-.046,0
VQ070898,MYBVQ0708982,JEV IMTN 0% 12.11.2020,02-MAR-2020,3.233,3.136,3.039,104.196,104.265,104.334,.663,.776,-.01,-.011,-.012,-.042,-.042,-.042,0
VS060699,MYBVS0606992,JEV IMTN 0% 12.11.2020,02-MAR-2020,3.234,3.137,3.04,103.957,104.026,104.095,.664,.777,-.009,-.01,-.011,-.04,-.04,-.04,0
VR061774,MYBVR0617744,JEV IMTN 0% 12.11.2020,02-MAR-2020,3.233,3.136,3.039,104.06,104.129,104.198,.663,.776,-.01,-.011,-.012,-.04,-.04,-.04,0
VR070345,MYBVR0703452,JEV IMTN 0% 12.11.2020,02-MAR-2020,3.233,3.136,3.039,104.162,104.231,104.3,.663,.776,-.01,-.011,-.012,-.042,-.042,-.042,0
VQ080767,MYBVQ0807677,JEV IMTN 0% 12.11.2020,02-MAR-2020,3.233,3.136,3.039,104.23,104.299,104.368,.663,.776,-.01,-.011,-.012,-.043,-.043,-.043,0
VQ080768,MYBVQ0807685,JEV IMTN 0% 12.05.2021,02-MAR-2020,3.289,3.192,3.095,107.211,107.33,107.449,1.113,1.835,-.013,-.014,-.015,-.033,-.032,-.032,0
VR070346,MYBVR0703460,JEV IMTN 0% 12.05.2021,02-MAR-2020,3.289,3.192,3.095,107.037,107.156,107.275,1.114,1.837,-.013,-.014,-.015,-.031,-.031,-.03,0
VS061776,MYBVS0617767,JEV IMTN 0% 12.05.2021,02-MAR-2020,3.284,3.192,3.1,106.927,107.04,107.152,1.115,1.838,-.008,-.014,-.02,-.037,-.03,-.024,1.7
VR070899,MYBVR0708998,JEV IMTN 0% 12.05.2021,02-MAR-2020,3.289,3.192,3.095,107.095,107.214,107.333,1.114,1.836,-.013,-.014,-.015,-.032,-.031,-.031,0
VS061777,MYBVS0617775,JEV IMTN 0% 12.11.2021,02-MAR-2020,3.369,3.272,3.175,109.683,109.852,110.022,1.548,3.282,-.023,-.024,-.025,-.006,-.005,-.003,0
VR070900,MYBVR0709004,JEV IMTN 0% 12.11.2021,02-MAR-2020,3.369,3.272,3.175,109.928,110.098,110.267,1.546,3.277,-.023,-.024,-.025,-.007,-.005,-.005,0
VS070347,MYBVS0703476,JEV IMTN 0% 12.11.2021,02-MAR-2020,3.369,3.272,3.175,109.847,110.016,110.185,1.547,3.279,-.023,-.024,-.025,-.006,-.005,-.005,0
VR080769,MYBVR0807691,JEV IMTN 0% 12.11.2021,02-MAR-2020,3.368,3.271,3.174,110.093,110.263,110.433,1.545,3.274,-.024,-.025,-.026,-.006,-.004,-.003,0
VS070901,MYBVS0709010,JEV IMTN 0% 12.05.2022,02-MAR-2020,3.443,3.346,3.249,112.691,112.911,113.132,1.962,5.067,-.031,-.032,-.033,.025,.026,.028,0
VS070348,MYBVS0703484,JEV IMTN 0% 12.05.2022,02-MAR-2020,3.443,3.346,3.249,112.586,112.806,113.027,1.963,5.07,-.031,-.032,-.033,.025,.027,.029,0
VR080770,MYBVR0807709,JEV IMTN 0% 12.05.2022,02-MAR-2020,3.443,3.346,3.249,112.9,113.121,113.342,1.96,5.061,-.031,-.032,-.033,.024,.026,.028,0
VT070349,MYBVT0703490,JEV IMTN 0% 11.11.2022,02-MAR-2020,3.526,3.429,3.332,115.207,115.477,115.749,2.36,7.167,-.031,-.032,-.033,.043,.044,.047,0
VS070902,MYBVS0709028,JEV IMTN 0% 11.11.2022,02-MAR-2020,3.525,3.428,3.331,115.337,115.608,115.879,2.358,7.162,-.031,-.032,-.033,.042,.045,.046,0
VS080771,MYBVS0807715,JEV IMTN 0% 11.11.2022,02-MAR-2020,3.525,3.428,3.331,115.591,115.863,116.135,2.356,7.153,-.031,-.032,-.033,.041,.044,.046,0
VS080772,MYBVS0807723,JEV IMTN 0% 12.05.2023,02-MAR-2020,3.59,3.498,3.406,118.279,118.585,118.892,2.743,9.566,-.029,-.03,-.031,.052,.055,.057,1.7
VT070903,MYBVT0709034,JEV IMTN 0% 12.05.2023,02-MAR-2020,3.595,3.498,3.401,117.963,118.286,118.609,2.746,9.58,-.029,-.03,-.031,.053,.056,.058,0
VT070904,MYBVT0709042,JEV IMTN 0% 10.11.2023,02-MAR-2020,3.655,3.558,3.461,120.507,120.881,121.255,3.111,12.219,-.028,-.029,-.03,.065,.069,.072,0
VT080773,MYBVT0807739,JEV IMTN 0% 10.11.2023,02-MAR-2020,3.645,3.558,3.471,120.888,121.223,121.56,3.107,12.199,-.028,-.029,-.03,.064,.068,.072,2.7
VT080774,MYBVT0807747,JEV IMTN 0% 10.05.2024,02-MAR-2020,3.689,3.592,3.495,123.512,123.937,124.365,3.465,15.118,-.028,-.029,-.03,.081,.084,.088,0
VU080775,MYBVU0807752,JEV IMTN 0% 12.11.2024,02-MAR-2020,3.724,3.627,3.53,126.155,126.634,127.115,3.816,18.312,-.029,-.03,-.031,.101,.106,.111,0
VR060855,MYBVR0608552,S POWER IMTN 0% 19.05.2020,02-MAR-2020,3.534,3.414,3.294,103.551,103.579,103.607,.211,.148,-.014,-.014,-.014,-.134,-.135,-.135,0
VT050520,MYBVT0505200,S POWER IMTN 5663D 19.11.2020 ClassA(T1),02-MAR-2020,3.631,3.526,3.421,112.939,113.021,113.103,.657,.774,-.012,-.012,-.012,-.138,-.139,-.14,3.3
VS060854,MYBVS0608543,S POWER IMTN 0% 19.05.2021,02-MAR-2020,3.777,3.657,3.537,119.549,119.711,119.873,1.074,1.765,-.011,-.011,-.011,-.115,-.116,-.117,0
VU050519,MYBVU0505190,S POWER IMTN 6028D 19.11.2021 ClassA(T1),02-MAR-2020,3.872,3.762,3.652,130.059,130.277,130.495,1.448,3.023,-.012,-.012,-.012,-.116,-.117,-.118,2.7
PT050003,MYBPT0500039,CAGAMAS MBS 5.27%  MORT-BACKED SUKUKMUSYK 2005-A 6,02-MAR-2020,3.061,2.982,2.903,100.948,100.983,101.017,.428,.29,-.014,-.015,-.016,-.012,-.012,-.012,0
PT050030,MYBPT0500302,CMBS 2005-2 5.650% 11.12.2020,02-MAR-2020,3.067,2.998,2.929,101.971,102.025,102.078,.749,.759,-.019,-.02,-.021,-.006,-.005,-.005,2.7
PY050031,MYBPY0500310,CMBS 2005-2 5.920% 12.12.2025,02-MAR-2020,3.413,3.339,3.265,113.096,113.511,113.928,4.9,27.815,-.019,-.02,-.021,.09,.095,.1,1.3
DS052767,MYBDS0527675,SPRINT 0% 29.12.2020,02-MAR-2020,3.598,3.478,3.358,102.162,102.26,102.359,.793,1.025,-.012,-.012,-.012,-.011,-.012,-.013,0
VI150273,MYBVI1502738,RANTAU IMTN 0% 03.12.2020 - Tranche No 9,02-MAR-2020,2.964,2.885,2.806,100.985,101.044,101.103,.733,.904,.001,0,-.001,-.012,-.011,-.012,0
VK150210,MYBVK1502106,RANTAU IMTN 0% 19.10.2022 - Tranche No 8,02-MAR-2020,3.011,2.932,2.853,103.912,104.116,104.32,2.437,7.4,.001,0,-.001,-.014,-.012,-.01,0
VS140056,MYBVS1400569,RANTAU IMTN 0% 26.03.2029 - MTN 6,02-MAR-2020,3.251,3.177,3.103,115.195,115.825,116.459,7.229,63.476,-.016,-.017,-.018,.124,.133,.142,1.7
VX110056,MYBVX1100565,RANTAU IMTN 0% 12.05.2031 - MTN 5,02-MAR-2020,3.318,3.249,3.18,116.081,116.785,117.494,8.65,91.448,-.016,-.017,-.018,.153,.164,.175,2
VS170003,MYBVS1700034,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,02-MAR-2020,3.342,3.273,3.204,116.136,116.874,117.618,9.139,101.752,-.016,-.017,-.018,.161,.172,.184,2.3
VI170040,MYBVI1700407,BPMB IMTN 4.28% 02.03.2022 - Issue No 10,02-MAR-2020,3.193,3.124,3.055,102.09,102.224,102.359,1.87,4.555,.001,0,-.001,-.01,-.009,-.007,2.7
VN160330,MYBVN1603304,BPMB IMTN 4.50% 04.11.2026 - Issue No 7,02-MAR-2020,3.358,3.289,3.22,106.772,107.199,107.627,5.701,38.449,.001,0,-.001,-.014,-.008,-.002,2.7
VN170041,MYBVN1700415,BPMB IMTN 4.62% 02.03.2027 - Issue No 11,02-MAR-2020,3.381,3.312,3.243,107.666,108.113,108.562,5.878,41.313,.001,0,-.001,-.014,-.008,-.002,2.3
VS160331,MYBVS1603311,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,02-MAR-2020,3.559,3.48,3.401,111.291,112.093,112.903,8.979,98.653,.001,0,-.001,-.016,-.007,.003,0
VS170042,MYBVS1700422,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,02-MAR-2020,3.563,3.494,3.425,113.738,114.464,115.196,9.032,101.315,.001,0,-.001,-.018,-.008,.003,2.3
VW160332,MYBVW1603321,BPMB IMTN 4.95% 02.11.2035 - Issue No 9,02-MAR-2020,3.738,3.674,3.61,114.269,115.092,115.923,11.069,155.871,.001,0,-.001,-.018,-.006,.007,3
VK140222,MYBVK1402224,BPMB GG IMTN 4.19% 10.09.2021 - ISSUE NO 3,02-MAR-2020,2.9,2.808,2.716,101.907,102.044,102.183,1.442,2.855,-.009,-.01,-.011,.004,.004,.006,0
VN140223,MYBVN1402236,BPMB GG IMTN 4.38% 12.09.2024 -  ISSUE NO 4,02-MAR-2020,2.996,2.914,2.832,105.818,106.175,106.534,4.031,19.41,-.017,-.018,-.019,.064,.068,.073,2
VS140224,MYBVS1402243,BPMB GG IMTN 4.75% 12.09.2029 - ISSUE NO 5,02-MAR-2020,3.191,3.104,3.017,112.72,113.485,114.257,7.629,70.374,-.027,-.028,-.029,.227,.237,.248,1.7
VX140225,MYBVX1402250,BPMB GG IMTN 4.85% 12.09.2034 - ISSUE NO 6,02-MAR-2020,3.384,3.302,3.22,116.714,117.748,118.793,10.561,140.31,-.03,-.031,-.032,.369,.385,.401,2
US060068,MYBUS0600682,BPMB MTN 5477D 23.4.2021-MTN 2,02-MAR-2020,3.158,3.084,3.01,103.489,103.574,103.659,1.08,1.733,.001,0,-.001,-.026,-.025,-.024,1.3
UK160011,MYBUK1600118,BPMB GG MTN 2555D 20.1.2023 - ISSUE NO 5,02-MAR-2020,2.934,2.842,2.75,104.354,104.614,104.874,2.69,8.82,-.009,-.01,-.011,.014,.016,.018,0
US160012,MYBUS1600129,BPMB GG MTN 5479D 22.1.2031 - ISSUE NO 6,02-MAR-2020,3.244,3.152,3.06,116.728,117.653,118.586,8.54,88.188,-.031,-.032,-.033,.299,.312,.324,0
DN100001,MYBDN1000012,KHAZANAH 0% 24.03.2020,02-MAR-2020,2.798,2.702,2.606,99.828,99.834,99.84,.062,.008,-.01,-.01,-.01,.024,.023,.022,0
DK140001,MYBDK1400010,KHAZANAH 0% 24.02.2021,02-MAR-2020,2.845,2.759,2.673,97.267,97.348,97.429,.967,1.413,-.01,-.01,-.01,.02,.02,.02,2
DL130003,MYBDL1300036,KHAZANAH 0% 08.03.2021,02-MAR-2020,2.848,2.762,2.676,97.163,97.247,97.331,1.004,1.503,-.01,-.01,-.01,.033,.032,.031,2
DS070572,MYBDS0705727,KHAZANAH 0% 15.06.2022,02-MAR-2020,2.883,2.792,2.701,93.665,93.858,94.05,2.255,6.196,-.01,-.01,-.01,.043,.043,.042,1.3
DN120017,MYBDN1200174,KHAZANAH 0% 02.09.2022,02-MAR-2020,2.877,2.796,2.715,93.104,93.29,93.477,2.467,7.302,-.01,-.01,-.01,.045,.044,.044,3
DS081080,MYBDS0810808,KHAZANAH 0% 14.08.2023,02-MAR-2020,2.911,2.83,2.749,90.501,90.751,91.002,3.405,13.275,-.012,-.012,-.012,.047,.047,.047,3
DS090052,MYBDS0900526,KHAZANAH 0% 20.03.2024,02-MAR-2020,2.949,2.863,2.777,88.818,89.123,89.43,3.994,17.917,-.015,-.015,-.015,.075,.074,.074,2
DS090198,MYBDS0901987,KHAZANAH 0% 27.08.2024,02-MAR-2020,2.975,2.889,2.803,87.585,87.918,88.254,4.425,21.763,-.013,-.018,-.023,.061,.08,.1,2.7
DS120018,MYBDS1200181,KHAZANAH 0% 12.10.2027,02-MAR-2020,3.114,3.028,2.942,79.043,79.554,80.069,7.497,59.905,-.021,-.021,-.021,.145,.145,.146,2.3
DX120016,MYBDX1200165,KHAZANAH 0% 03.09.2032,02-MAR-2020,3.301,3.205,3.109,66.405,67.194,67.993,12.307,157.516,-.036,-.036,-.036,.311,.314,.318,0
VR062354,MYBVR0623544,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.3% 26.06.2020,02-MAR-2020,3.104,3.027,2.95,101.616,101.641,101.666,.314,.197,-.012,-.011,-.01,-.038,-.039,-.04,0
VR062355,MYBVR0623551,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.4% 24.12.2020,02-MAR-2020,3.163,3.086,3.009,104.155,104.219,104.283,.78,1.001,-.012,-.011,-.01,-.032,-.033,-.034,0
VS062356,MYBVS0623567,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.5% 25.06.2021,02-MAR-2020,3.231,3.154,3.077,106.719,106.822,106.925,1.237,2.182,-.012,-.011,-.01,-.025,-.027,-.029,0
VS062357,MYBVS0623575,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.6% 27.12.2021,02-MAR-2020,3.275,3.198,3.121,109.325,109.468,109.612,1.679,3.762,-.012,-.011,-.01,-.018,-.021,-.023,0
VR062348,MYBVR0623486,SWAKPOWER SUKUK MUSYARAKAH 7.80% 26.06.2020,02-MAR-2020,3.062,2.985,2.908,101.474,101.498,101.523,.314,.197,-.012,-.011,-.01,-.034,-.036,-.037,0
